group_id,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore,startTime,endTime,renewableTotal,renewableTotalWS,nonRenewableTotal,total,percentRenewable,percentRenewableWS
0,136.25,325.75,629.0,,,,19.0,13.0,1939.5,74.0,11.5,0.0,19.0,229.5,202001010000,202001010100,292.0,229.5,3104.5,3396.5,9,7
1,113.0,293.5,591.5,,,,19.0,13.0,1920.0,73.0,10.0,0.0,19.5,205.5,202001010100,202001010200,267.0,205.5,2991.0,3258.0,8,6
2,107.75,251.25,591.75,,,,19.0,13.0,1934.25,73.0,10.0,0.0,19.0,186.75,202001010200,202001010300,247.75,186.75,2958.0,3205.75,8,6
3,107.25,245.25,549.75,,,,19.0,13.0,1939.75,74.0,9.75,0.0,18.5,213.5,202001010300,202001010400,273.75,213.5,2916.0,3189.75,9,7
4,110.5,245.75,547.5,,,,19.0,13.0,1938.25,75.0,10.0,0.0,19.0,210.0,202001010400,202001010500,271.0,210.0,2917.0,3188.0,9,7
5,130.0,227.5,540.0,,,,19.0,13.0,1939.5,75.0,12.75,0.0,18.75,197.0,202001010500,202001010600,260.5,197.0,2912.0,3172.5,8,6
6,139.25,184.75,558.5,,,,19.0,13.0,1939.0,75.0,15.0,6.25,18.5,181.5,202001010600,202001010700,253.25,187.75,2896.5,3149.75,8,6
7,141.5,255.25,527.75,,,,19.0,13.0,1938.75,76.0,15.75,90.5,18.0,149.5,202001010700,202001010800,305.75,240.0,2939.25,3245.0,9,7
8,141.25,225.5,524.75,,,,19.0,13.0,1938.75,81.0,15.75,255.0,19.25,113.25,202001010800,202001010900,435.25,368.25,2911.25,3346.5,13,11
9,138.0,178.75,480.0,,,,18.5,13.0,1938.75,82.0,15.0,436.0,19.0,101.25,202001010900,202001011000,602.75,537.25,2817.5,3420.25,18,16
10,140.5,179.0,410.0,,,,18.0,13.0,1939.0,80.0,15.0,515.25,18.75,109.0,202001011000,202001011100,689.0,624.25,2748.5,3437.5,20,18
11,142.0,178.75,429.75,,,,18.25,13.0,1917.5,80.0,14.5,494.75,18.25,104.25,202001011100,202001011200,663.0,599.0,2748.0,3411.0,19,18
12,141.0,179.0,409.0,,,,18.75,13.0,1903.5,80.0,15.0,367.75,18.25,103.75,202001011200,202001011300,536.5,471.5,2712.5,3249.0,17,15
13,140.0,211.0,552.25,,,,18.75,13.5,1902.25,79.0,14.0,179.75,17.75,71.5,202001011300,202001011400,315.25,251.25,2884.5,3199.75,10,8
14,135.0,318.5,589.5,,,,19.0,14.0,1937.5,79.0,14.75,38.75,17.5,42.75,202001011400,202001011500,146.75,81.5,3059.5,3206.25,5,3
15,131.75,351.75,629.5,,,,18.25,14.0,1937.25,78.0,14.75,0.5,17.75,43.25,202001011500,202001011600,108.5,43.75,3128.25,3236.75,3,1
16,128.0,372.0,704.25,,,,19.0,14.0,1936.75,78.0,14.0,0.0,18.25,32.75,202001011600,202001011700,98.0,32.75,3219.0,3317.0,3,1
17,129.5,356.75,685.5,,,,19.0,14.0,1935.75,73.0,14.0,0.0,18.5,19.75,202001011700,202001011800,85.25,19.75,3180.5,3265.75,3,1
18,128.5,373.5,742.25,,,,19.0,14.0,1934.5,73.0,14.0,0.0,18.5,21.25,202001011800,202001011900,86.75,21.25,3251.75,3338.5,3,1
19,127.0,352.5,730.5,,,,19.0,14.0,1934.5,73.0,14.0,0.0,19.25,29.0,202001011900,202001012000,95.25,29.0,3217.5,3312.75,3,1
20,126.0,330.25,715.5,,,,19.0,14.0,1936.0,74.0,13.75,0.0,19.0,20.25,202001012000,202001012100,86.0,20.25,3181.75,3267.75,3,1
21,123.0,370.25,733.75,,,,19.0,14.0,1936.5,74.0,13.75,0.0,18.75,16.0,202001012100,202001012200,81.5,16.0,3237.5,3319.0,2,0
22,131.25,357.5,698.75,,,,19.0,14.0,1936.5,74.0,13.75,0.0,19.0,23.25,202001012200,202001012300,89.0,23.25,3198.0,3287.0,3,1
23,133.25,299.25,566.25,,,,19.0,14.0,1936.5,74.0,14.0,0.0,19.0,31.25,202001012300,202001020000,97.25,31.25,3009.25,3106.5,3,1
24,129.25,239.0,601.5,,,,19.0,14.0,1937.25,74.0,11.0,0.0,19.25,25.25,202001020000,202001020100,88.5,25.25,2981.0,3069.5,3,1
25,108.5,225.25,582.75,,,,18.5,14.0,1937.25,73.0,7.0,0.0,19.0,17.0,202001020100,202001020200,75.5,17.0,2926.75,3002.25,3,1
26,102.0,193.75,580.75,,,,18.25,14.0,1936.25,73.0,8.0,0.0,19.0,15.75,202001020200,202001020300,75.0,15.75,2885.75,2960.75,3,1
27,105.0,200.25,547.25,,,,18.5,14.0,1935.75,74.0,8.0,0.0,19.25,13.25,202001020300,202001020400,73.0,13.25,2862.25,2935.25,2,0
28,120.0,270.0,603.25,,,,18.5,14.0,1897.25,75.0,12.0,0.0,18.75,9.75,202001020400,202001020500,73.0,9.75,2965.5,3038.5,2,0
29,133.75,294.5,588.25,,,,19.0,14.0,1936.5,75.0,14.25,0.0,18.75,6.0,202001020500,202001020600,72.0,6.0,3028.0,3100.0,2,0
30,131.75,267.25,572.0,,,,18.5,14.0,1937.5,75.0,15.0,3.5,19.0,11.0,202001020600,202001020700,81.0,14.5,2983.5,3064.5,3,0
31,133.5,283.5,675.25,,,,18.5,14.0,1938.5,76.0,15.25,64.75,19.25,3.5,202001020700,202001020800,135.25,68.25,3106.75,3242.0,4,2
32,135.25,247.75,705.75,,,,17.75,14.0,1939.0,81.0,16.0,189.75,18.5,3.25,202001020800,202001020900,259.25,193.0,3108.75,3368.0,8,6
33,138.25,199.75,757.5,,,,16.5,13.75,1939.0,82.0,15.25,309.0,18.5,2.5,202001020900,202001021000,375.5,311.5,3116.5,3492.0,11,9
34,141.0,193.0,733.25,,,,17.75,12.0,1939.5,80.0,14.75,354.25,18.25,1.0,202001021000,202001021100,418.0,355.25,3086.75,3504.75,12,10
35,142.5,221.75,702.5,,,,19.0,14.5,1942.25,80.0,13.0,338.0,18.25,0.25,202001021100,202001021200,403.0,338.25,3089.0,3492.0,12,10
36,144.75,226.25,700.5,,,,18.5,15.0,1942.0,80.0,13.25,258.5,17.5,1.0,202001021200,202001021300,323.75,259.5,3093.5,3417.25,9,8
37,142.5,216.0,707.75,,,,19.0,15.0,1940.75,79.0,14.0,137.0,18.75,3.75,202001021300,202001021400,207.5,140.75,3086.0,3293.5,6,4
38,140.75,269.25,700.75,,,,19.0,15.0,1940.5,79.0,14.0,36.25,17.5,8.0,202001021400,202001021500,109.75,44.25,3130.25,3240.0,3,1
39,136.25,272.5,655.0,,,,19.0,15.0,1934.25,78.0,14.75,0.5,19.25,23.75,202001021500,202001021600,92.25,24.25,3076.0,3168.25,3,1
40,132.75,212.0,699.75,,,,19.0,15.0,1942.25,78.0,14.0,0.0,18.25,48.25,202001021600,202001021700,114.5,48.25,3064.75,3179.25,4,2
41,136.25,232.25,650.25,,,,19.0,15.0,1942.5,73.0,14.0,0.0,18.0,63.75,202001021700,202001021800,129.75,63.75,3034.25,3164.0,4,2
42,135.0,243.0,627.5,,,,18.25,15.0,1942.25,73.0,14.0,0.0,18.5,85.0,202001021800,202001021900,150.75,85.0,3020.75,3171.5,5,3
43,138.0,190.75,684.5,,,,18.0,15.0,1941.5,73.0,13.0,0.0,19.25,97.0,202001021900,202001022000,162.25,97.0,3027.75,3190.0,5,3
44,139.75,197.5,772.75,,,,18.0,15.0,1941.25,74.0,14.0,0.0,19.0,77.0,202001022000,202001022100,143.0,77.0,3125.25,3268.25,4,2
45,140.5,212.75,727.0,,,,18.0,15.0,1940.0,74.0,13.0,0.0,18.75,74.5,202001022100,202001022200,139.25,74.5,3094.25,3233.5,4,2
46,145.0,201.0,718.0,,,,18.0,15.0,1938.75,74.0,13.5,0.0,18.25,77.25,202001022200,202001022300,142.0,77.25,3076.75,3218.75,4,2
47,143.0,251.0,716.75,,,,18.0,15.0,1938.75,76.0,13.25,0.0,16.5,79.75,202001022300,202001030000,142.5,79.75,3125.5,3268.0,4,2
48,133.75,292.25,735.0,,,,18.0,15.0,1938.75,76.0,10.75,0.0,16.0,63.75,202001030000,202001030100,123.5,63.75,3175.75,3299.25,4,2
49,111.25,295.75,640.0,,,,18.0,15.0,1937.75,75.0,6.75,0.0,15.5,48.75,202001030100,202001030200,104.0,48.75,3059.75,3163.75,3,2
50,105.0,304.75,578.5,,,,18.0,15.0,1937.75,75.0,6.0,0.0,16.0,50.25,202001030200,202001030300,105.25,50.25,3001.0,3106.25,3,2
51,107.0,259.0,646.0,,,,18.0,15.0,1937.25,75.0,7.0,0.0,15.25,26.0,202001030300,202001030400,81.25,26.0,3024.25,3105.5,3,1
52,122.5,287.75,751.0,,,,18.0,15.75,1899.0,76.0,11.5,0.0,15.75,11.25,202001030400,202001030500,72.25,11.25,3136.25,3208.5,2,0
53,134.5,312.75,673.0,,,,18.0,16.0,1936.25,76.0,13.5,0.0,15.25,10.75,202001030500,202001030600,73.5,10.75,3132.5,3206.0,2,0
54,136.0,296.25,699.5,,,,18.0,16.0,1937.25,75.0,14.25,1.25,16.0,16.75,202001030600,202001030700,82.25,18.0,3144.0,3226.25,3,1
55,138.5,321.0,818.5,,,,18.0,16.0,1938.0,75.0,15.0,24.75,16.0,10.0,202001030700,202001030800,99.75,34.75,3291.0,3390.75,3,1
56,138.75,369.25,891.25,,,,18.0,16.0,1936.75,80.0,15.0,73.25,15.0,17.75,202001030800,202001030900,155.0,91.0,3416.0,3571.0,4,3
57,143.25,366.75,1071.0,,,,18.0,14.5,1937.25,81.0,15.0,111.75,15.75,0.25,202001030900,202001031000,175.25,112.0,3599.25,3774.5,5,3
58,147.75,368.0,1072.75,,,,18.0,13.75,1932.5,80.0,15.0,122.75,16.25,1.0,202001031000,202001031100,186.75,123.75,3601.0,3787.75,5,3
59,143.25,371.75,1057.0,,,,18.0,15.25,1937.75,79.0,14.25,112.75,15.5,0.0,202001031100,202001031200,175.75,112.75,3588.75,3764.5,5,3
60,141.5,360.25,1061.5,,7.0,,18.0,14.75,1937.0,79.0,14.25,82.0,15.5,0.0,202001031200,202001031300,144.5,82.0,3586.25,3730.75,4,2
61,136.0,353.0,946.75,,9.0,,18.0,16.0,1938.25,80.0,14.0,41.75,15.75,0.0,202001031300,202001031400,105.5,41.75,3463.0,3568.5,3,1
62,132.0,354.0,886.25,,,,18.0,16.0,1938.0,80.0,14.25,7.75,16.0,0.0,202001031400,202001031500,72.0,7.75,3390.25,3462.25,2,0
63,135.75,365.25,811.5,,,,18.0,16.0,1925.25,80.5,15.0,0.0,16.25,0.0,202001031500,202001031600,65.25,0.0,3318.25,3383.5,2,0
64,134.75,365.5,775.0,,,,18.0,16.0,1937.25,80.5,14.5,0.0,15.75,0.0,202001031600,202001031700,64.25,0.0,3293.0,3357.25,2,0
65,136.25,381.5,769.25,,,,18.0,16.0,1936.75,75.0,14.25,0.0,16.5,0.0,202001031700,202001031800,64.75,0.0,3298.75,3363.5,2,0
66,138.0,374.25,817.0,,,,18.0,16.0,1936.5,75.0,13.5,0.0,16.25,0.0,202001031800,202001031900,63.75,0.0,3340.75,3404.5,2,0
67,136.5,367.25,792.25,,,,18.0,16.0,1936.0,75.0,13.0,0.0,15.5,0.0,202001031900,202001032000,62.5,0.0,3307.0,3369.5,2,0
68,140.5,362.75,794.0,,,,18.0,16.0,1935.25,75.0,13.5,0.0,15.25,0.0,202001032000,202001032100,62.75,0.0,3307.5,3370.25,2,0
69,120.5,356.0,789.25,,,,18.0,16.0,1937.25,75.0,13.25,0.0,15.5,0.0,202001032100,202001032200,62.75,0.0,3278.0,3340.75,2,0
70,97.0,358.5,780.75,,,,17.75,16.0,1937.25,75.0,13.75,0.0,15.5,0.0,202001032200,202001032300,63.0,0.0,3248.5,3311.5,2,0
71,93.75,343.75,782.0,,,,17.0,16.0,1938.25,77.0,14.0,0.0,16.0,0.0,202001032300,202001040000,63.0,0.0,3234.75,3297.75,2,0
72,89.0,312.0,775.5,,,,17.0,16.0,1937.75,77.0,11.0,0.0,15.5,0.0,202001040000,202001040100,59.5,0.0,3191.25,3250.75,2,0
73,74.5,283.0,842.25,,,,17.0,16.0,1928.0,76.0,7.0,0.0,15.75,1.0,202001040100,202001040200,56.75,1.0,3203.75,3260.5,2,0
74,68.25,253.0,868.0,,,,17.0,16.0,1934.5,76.0,7.25,0.0,15.25,4.0,202001040200,202001040300,59.5,4.0,3199.75,3259.25,2,0
75,66.0,281.25,816.25,,,,17.0,16.0,1935.75,76.0,9.0,0.0,15.25,3.25,202001040300,202001040400,60.5,3.25,3175.25,3235.75,2,0
76,65.5,313.25,775.75,,,,17.0,16.0,1936.0,77.0,9.75,0.0,15.75,4.75,202001040400,202001040500,63.25,4.75,3167.5,3230.75,2,0
77,76.5,317.5,799.75,,,,17.0,16.0,1937.0,77.0,13.75,0.0,14.5,6.25,202001040500,202001040600,67.5,6.25,3207.75,3275.25,2,0
78,88.5,342.0,887.75,,,,17.0,16.0,1936.25,77.0,15.5,1.0,15.75,15.5,202001040600,202001040700,80.75,16.5,3331.5,3412.25,2,0
79,88.75,362.25,921.25,,,,17.0,16.0,1937.25,77.0,15.5,22.5,16.0,27.0,202001040700,202001040800,114.0,49.5,3386.5,3500.5,3,1
80,88.0,372.75,1163.25,,,,17.0,13.5,1936.0,82.0,15.5,53.5,15.75,67.25,202001040800,202001040900,182.5,120.75,3642.0,3824.5,5,3
81,86.0,370.75,1125.0,,,,17.0,17.0,1938.25,83.0,15.25,84.75,15.0,134.0,202001040900,202001041000,283.0,218.75,3603.0,3886.0,7,6
82,88.5,369.5,1154.25,,,,17.0,17.0,1939.25,82.0,15.0,152.25,16.25,102.25,202001041000,202001041100,319.75,254.5,3633.5,3953.25,8,6
83,88.25,370.0,1138.5,,,,17.0,17.0,1939.25,82.0,15.0,194.75,16.25,63.75,202001041100,202001041200,323.75,258.5,3618.0,3941.75,8,7
84,89.75,371.0,1141.75,,,,17.0,17.0,1938.5,82.0,15.0,154.0,16.0,33.5,202001041200,202001041300,252.5,187.5,3623.0,3875.5,7,5
85,87.25,368.0,1063.25,,,,17.0,17.0,1938.75,82.0,15.0,81.25,16.0,62.0,202001041300,202001041400,208.25,143.25,3539.25,3747.5,6,4
86,88.5,357.25,999.5,,,,17.0,17.0,1938.5,82.0,15.0,19.5,16.75,124.5,202001041400,202001041500,209.75,144.0,3465.75,3675.5,6,4
87,88.0,354.5,906.75,,,,17.0,17.0,1926.5,82.0,15.0,0.0,16.0,162.5,202001041500,202001041600,227.5,162.5,3357.75,3585.25,6,5
88,86.25,369.25,816.75,,,,17.0,17.0,1937.75,82.0,15.0,0.0,16.0,170.25,202001041600,202001041700,235.25,170.25,3292.0,3527.25,7,5
89,86.5,357.75,843.25,,,,17.0,17.0,1938.0,77.0,15.0,0.0,16.75,195.0,202001041700,202001041800,260.75,195.0,3302.5,3563.25,7,5
90,87.75,337.5,796.25,,,,17.0,17.0,1938.5,77.0,15.0,0.0,16.5,223.75,202001041800,202001041900,289.25,223.75,3237.0,3526.25,8,6
91,97.25,337.25,786.75,,,,17.0,17.0,1938.75,77.0,14.0,0.0,16.5,236.5,202001041900,202001042000,301.0,236.5,3237.0,3538.0,9,7
92,99.0,342.25,821.25,,,,17.0,16.75,1939.5,77.0,14.25,0.0,15.25,258.0,202001042000,202001042100,321.25,258.0,3279.0,3600.25,9,7
93,96.5,364.0,755.25,,,,17.0,16.0,1940.75,77.0,14.0,0.0,16.25,249.25,202001042100,202001042200,312.5,249.25,3233.5,3546.0,9,7
94,98.25,349.25,727.75,,,,17.0,16.0,1939.75,77.0,14.0,0.0,16.5,260.0,202001042200,202001042300,323.5,260.0,3192.0,3515.5,9,7
95,98.25,364.75,773.25,,,,17.0,16.0,1940.0,73.0,14.0,0.0,16.0,255.25,202001042300,202001050000,318.25,255.25,3249.25,3567.5,9,7
96,97.75,401.0,714.75,,,,17.0,16.0,1940.25,73.0,11.25,0.0,15.25,259.0,202001050000,202001050100,318.5,259.0,3226.75,3545.25,9,7
97,72.75,391.25,703.5,,,,17.0,16.0,1940.25,72.0,8.0,0.0,16.0,264.5,202001050100,202001050200,321.5,264.5,3179.75,3501.25,9,8
98,64.5,346.5,701.25,,,,17.0,16.0,1938.75,72.0,7.25,0.0,15.75,266.5,202001050200,202001050300,322.5,266.5,3123.0,3445.5,9,8
99,64.25,363.25,675.0,,,,17.0,16.0,1938.25,72.0,9.0,0.0,15.25,271.5,202001050300,202001050400,328.75,271.5,3112.75,3441.5,10,8
100,65.0,337.25,661.0,,,,17.0,16.0,1937.75,73.0,10.0,0.0,15.5,274.75,202001050400,202001050500,333.25,274.75,3074.0,3407.25,10,8
101,72.5,327.75,693.25,,,,17.0,16.0,1939.5,73.0,12.75,0.0,14.5,263.75,202001050500,202001050600,324.0,263.75,3106.0,3430.0,9,8
102,82.5,343.75,767.0,,,,17.0,16.0,1938.5,79.0,14.75,5.25,14.25,249.25,202001050600,202001050700,316.5,254.5,3210.75,3527.25,9,7
103,87.25,361.25,795.0,,,,17.0,16.0,1938.25,79.0,15.0,87.5,16.0,265.0,202001050700,202001050800,416.5,352.5,3260.75,3677.25,11,10
104,89.5,379.0,810.25,,,,16.75,16.0,1938.25,79.0,15.0,260.0,14.25,270.5,202001050800,202001050900,592.5,530.5,3296.0,3888.5,15,14
105,85.25,374.75,732.75,,,,17.0,16.0,1939.25,80.0,15.0,445.75,15.25,275.25,202001050900,202001051000,784.25,721.0,3212.0,3996.25,20,18
106,87.5,371.25,707.0,,,,17.0,16.0,1939.5,79.0,14.5,518.0,15.75,274.75,202001051000,202001051100,856.0,792.75,3184.25,4040.25,21,20
107,88.0,376.75,750.25,,,,17.0,16.0,1939.75,79.0,14.0,506.5,15.25,274.0,202001051100,202001051200,842.75,780.5,3233.75,4076.5,21,19
108,86.75,378.25,742.5,,,,17.0,16.0,1940.0,79.0,14.0,400.25,15.75,269.75,202001051200,202001051300,732.75,670.0,3226.5,3959.25,19,17
109,84.5,378.5,756.75,,,,17.0,16.0,1940.25,81.25,14.0,212.75,16.5,265.0,202001051300,202001051400,541.25,477.75,3241.25,3782.5,14,13
110,88.75,378.5,834.75,,,,17.0,16.0,1940.5,82.0,14.0,53.5,16.75,208.75,202001051400,202001051500,326.0,262.25,3324.5,3650.5,9,7
111,90.5,368.25,902.75,,,,16.25,16.0,1940.25,82.0,14.0,0.75,16.25,148.25,202001051500,202001051600,211.5,149.0,3383.75,3595.25,6,4
112,89.25,373.5,1004.0,,,,16.0,16.0,1939.75,82.0,13.75,0.0,15.75,139.5,202001051600,202001051700,201.0,139.5,3488.5,3689.5,5,4
113,90.25,370.25,974.75,,,,16.0,16.0,1939.0,79.75,14.0,0.0,15.5,141.0,202001051700,202001051800,202.5,141.0,3454.0,3656.5,6,4
114,89.25,378.75,1007.5,,,,16.0,16.0,1938.75,77.5,14.0,0.0,15.75,150.0,202001051800,202001051900,211.75,150.0,3491.75,3703.5,6,4
115,90.0,377.25,929.5,,,,16.5,16.0,1938.5,73.0,14.0,0.0,15.5,150.0,202001051900,202001052000,212.0,150.0,3408.25,3620.25,6,4
116,89.5,360.25,809.25,,,,16.0,16.0,1937.75,73.0,14.0,0.0,14.5,193.0,202001052000,202001052100,253.5,193.0,3269.75,3523.25,7,5
117,87.0,379.75,774.5,,,,16.0,16.0,1935.75,73.0,14.0,0.0,15.25,122.0,202001052100,202001052200,183.25,122.0,3250.0,3433.25,5,4
118,86.25,383.25,764.75,,,,16.75,16.0,1935.75,73.0,14.0,0.0,14.75,79.0,202001052200,202001052300,140.5,79.0,3243.0,3383.5,4,2
119,85.25,379.75,850.75,,,,16.0,16.0,1937.75,73.0,14.0,0.0,17.0,77.75,202001052300,202001060000,140.75,77.75,3326.5,3467.25,4,2
120,86.0,389.25,869.25,,,,16.0,16.0,1939.25,73.0,10.75,0.0,18.0,51.5,202001060000,202001060100,112.25,51.5,3356.75,3469.0,3,1
121,73.25,371.5,852.25,,,,16.0,16.0,1940.5,72.0,8.0,0.0,15.75,48.25,202001060100,202001060200,104.0,48.25,3309.5,3413.5,3,1
122,63.5,339.0,844.5,,,,16.0,16.0,1941.25,72.0,7.75,0.0,16.0,34.0,202001060200,202001060300,89.75,34.0,3260.25,3350.0,3,1
123,61.5,319.0,864.75,,,,16.0,15.25,1939.75,72.0,9.0,0.0,16.0,12.75,202001060300,202001060400,69.0,12.75,3257.0,3326.0,2,0
124,73.75,327.75,882.75,,,,16.0,15.0,1912.5,73.0,11.5,0.0,16.0,4.0,202001060400,202001060500,62.5,4.0,3269.75,3332.25,2,0
125,83.5,368.0,979.5,,,,16.0,15.0,1934.75,73.0,12.75,0.0,16.25,2.0,202001060500,202001060600,62.0,2.0,3438.75,3500.75,2,0
126,83.75,385.75,1052.75,,,,16.0,15.0,1934.5,79.0,14.0,8.5,15.25,1.0,202001060600,202001060700,69.75,9.5,3535.75,3605.5,2,0
127,81.75,386.75,1038.75,,,,16.0,15.0,1935.25,79.0,14.75,114.25,16.25,1.0,202001060700,202001060800,177.25,115.25,3521.5,3698.75,5,3
128,84.25,384.25,997.75,,,,16.0,13.75,1935.5,79.0,14.5,280.75,15.5,0.25,202001060800,202001060900,340.75,281.0,3480.75,3821.5,9,7
129,86.5,382.75,949.25,,,,16.0,12.0,1936.25,80.0,14.75,420.25,16.0,1.0,202001060900,202001061000,480.0,421.25,3434.75,3914.75,12,11
130,85.75,375.25,920.5,,,,16.25,13.25,1936.5,79.0,14.5,470.75,16.0,1.0,202001061000,202001061100,531.75,471.75,3397.0,3928.75,14,12
131,86.5,387.75,958.25,,,,16.0,15.0,1936.25,79.0,14.75,451.25,16.75,2.0,202001061100,202001061200,515.75,453.25,3447.75,3963.5,13,11
132,85.25,378.0,962.25,,,,16.0,15.0,1937.0,79.0,15.0,352.25,16.0,4.0,202001061200,202001061300,418.25,356.25,3441.5,3859.75,11,9
133,86.75,368.0,960.75,,,,16.0,15.0,1938.25,81.25,15.0,176.25,16.25,5.25,202001061300,202001061400,243.75,181.5,3435.0,3678.75,7,5
134,89.75,362.75,1010.75,,,,16.0,15.0,1938.5,82.0,14.75,44.5,16.75,7.0,202001061400,202001061500,114.0,51.5,3483.75,3597.75,3,1
135,89.0,373.0,965.5,,,,16.0,15.0,1938.0,82.0,15.0,0.75,16.5,14.5,202001061500,202001061600,77.75,15.25,3447.5,3525.25,2,0
136,89.25,378.0,1001.0,,,,16.0,15.0,1937.25,82.0,14.25,0.0,16.5,27.5,202001061600,202001061700,89.25,27.5,3487.5,3576.75,2,1
137,85.75,377.0,1017.25,,,,16.0,15.0,1937.0,79.75,14.0,0.0,16.5,27.5,202001061700,202001061800,89.0,27.5,3496.75,3585.75,2,1
138,89.75,387.75,1063.75,,,,16.0,15.75,1936.5,77.5,14.0,0.0,16.5,29.25,202001061800,202001061900,91.5,29.25,3555.25,3646.75,3,1
139,89.25,400.5,1057.5,,,,16.0,16.0,1936.75,73.0,14.0,0.0,16.25,34.25,202001061900,202001062000,96.5,34.25,3557.0,3653.5,3,1
140,87.5,399.25,1041.0,,,,16.0,16.0,1936.25,73.0,14.75,0.0,16.5,32.0,202001062000,202001062100,95.25,32.0,3537.0,3632.25,3,1
141,91.25,379.0,999.0,,,,16.0,16.0,1936.25,73.0,15.0,0.0,17.5,35.75,202001062100,202001062200,100.25,35.75,3478.5,3578.75,3,1
142,91.25,354.5,981.0,,,,16.0,16.0,1937.0,73.0,14.0,0.0,17.25,48.75,202001062200,202001062300,112.0,48.75,3436.75,3548.75,3,1
143,92.0,382.75,919.0,,,,16.0,16.0,1934.5,73.0,13.75,0.0,16.75,60.5,202001062300,202001070000,123.0,60.5,3401.25,3524.25,3,2
144,90.25,431.0,865.25,,,,16.0,16.0,1937.75,73.0,11.5,0.0,16.0,81.5,202001070000,202001070100,141.0,81.5,3397.25,3538.25,4,2
145,75.25,412.25,854.75,,,,16.0,16.0,1936.25,72.0,9.25,0.0,16.25,59.25,202001070100,202001070200,116.75,59.25,3350.5,3467.25,3,2
146,67.75,418.75,846.5,,,,16.0,16.0,1935.75,72.0,8.75,0.0,15.5,41.0,202001070200,202001070300,97.25,41.0,3340.75,3438.0,3,1
147,66.75,421.25,838.25,,,,16.0,16.0,1935.25,72.0,8.0,0.0,16.75,37.25,202001070300,202001070400,94.0,37.25,3333.5,3427.5,3,1
148,75.0,506.0,884.75,,,,16.0,16.0,1908.75,73.0,9.5,0.0,15.75,43.25,202001070400,202001070500,100.5,43.25,3447.5,3548.0,3,1
149,86.25,547.5,970.0,,,,16.0,16.0,1935.75,73.0,11.5,0.0,15.0,26.25,202001070500,202001070600,84.75,26.25,3612.5,3697.25,2,1
150,85.75,565.25,1090.0,,,,14.0,16.0,1935.5,73.0,12.5,7.5,14.5,23.75,202001070600,202001070700,88.25,31.25,3749.5,3837.75,2,1
151,87.0,567.0,1108.75,,,,15.0,13.5,1936.0,73.0,13.0,106.5,15.5,20.0,202001070700,202001070800,183.5,126.5,3771.75,3955.25,5,3
152,87.25,552.25,1010.5,,,,16.0,13.0,1935.5,78.0,15.0,293.75,15.0,7.25,202001070800,202001070900,360.0,301.0,3663.5,4023.5,9,7
153,85.25,501.0,965.75,,,,16.0,13.75,1935.0,79.0,15.0,476.5,14.75,0.5,202001070900,202001071000,536.5,477.0,3566.0,4102.5,13,12
154,91.75,407.0,957.75,,,,16.0,14.0,1935.5,78.0,15.0,543.75,15.0,0.0,202001071000,202001071100,603.75,543.75,3470.0,4073.75,15,13
155,97.5,370.25,1039.75,,,,16.0,14.0,1935.75,78.0,14.75,529.25,15.0,0.0,202001071100,202001071200,589.0,529.25,3521.25,4110.25,14,13
156,106.75,345.75,1025.25,,,,16.0,14.0,1937.75,78.0,15.0,408.25,16.75,0.0,202001071200,202001071300,470.0,408.25,3493.5,3963.5,12,10
157,122.5,298.25,974.5,,,,15.5,14.0,1938.5,78.0,15.0,210.75,15.75,0.0,202001071300,202001071400,271.0,210.75,3411.75,3682.75,7,6
158,134.5,325.5,1014.0,,,,16.0,15.0,1938.25,78.0,15.0,50.0,15.75,0.0,202001071400,202001071500,111.75,50.0,3490.25,3602.0,3,1
159,131.75,355.75,1002.5,,,,15.5,15.0,1938.0,78.0,15.0,0.5,16.0,3.0,202001071500,202001071600,65.0,3.5,3506.0,3571.0,2,0
160,132.75,369.75,1036.75,,,,16.0,15.0,1937.5,78.0,14.5,0.0,15.5,12.5,202001071600,202001071700,73.5,12.5,3554.75,3628.25,2,0
161,133.0,372.5,1017.0,,,,16.0,15.0,1938.0,73.0,14.75,0.0,15.75,19.5,202001071700,202001071800,81.0,19.5,3533.5,3614.5,2,1
162,131.75,372.75,1054.75,,,,16.0,15.0,1937.75,73.0,14.25,0.0,16.5,30.25,202001071800,202001071900,92.0,30.25,3570.0,3662.0,3,1
163,133.75,368.75,1036.75,,,,16.0,15.0,1937.25,73.0,14.0,0.0,16.75,36.5,202001071900,202001072000,98.25,36.5,3549.5,3647.75,3,1
164,137.0,370.75,995.75,,,,15.75,15.0,1936.25,73.0,14.0,0.0,16.25,62.0,202001072000,202001072100,123.0,62.0,3512.75,3635.75,3,2
165,138.0,373.25,949.75,,,,16.0,15.0,1936.25,73.0,15.0,0.0,17.0,39.5,202001072100,202001072200,102.5,39.5,3470.25,3572.75,3,1
166,140.5,372.0,903.75,,,,16.0,15.0,1936.25,73.0,15.0,0.0,16.75,15.75,202001072200,202001072300,78.5,15.75,3425.5,3504.0,2,0
167,139.75,367.25,978.75,,,,16.0,15.0,1936.0,39.0,14.0,0.0,16.75,16.25,202001072300,202001080000,78.0,16.25,3460.75,3538.75,2,0
