group_id,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore,startTime,endTime,renewableTotal,renewableTotalWS,nonRenewableTotal,total,percentRenewable,percentRenewableWS
12814,171.0,528.5,872.5,0.0,0.0,0.0,14.0,22.0,1869.75,63.0,12.0,0.0,19.5,44.5,202106172200,202106172300,112.0,44.5,3504.75,3616.75,3,1
12815,168.25,463.25,766.0,0.0,0.0,0.0,14.0,22.0,1870.0,63.0,12.0,0.0,20.25,55.5,202106172300,202106180000,123.75,55.5,3330.5,3454.25,4,2
12816,163.5,380.0,723.5,0.0,0.0,0.0,14.0,22.0,1869.5,62.0,10.5,0.0,19.5,63.5,202106180000,202106180100,129.5,63.5,3198.5,3328.0,4,2
12817,127.75,330.0,731.0,0.0,0.0,0.0,14.0,22.0,1870.75,63.0,8.25,0.0,19.5,67.25,202106180100,202106180200,131.0,67.25,3122.5,3253.5,4,2
12818,124.75,378.5,735.0,0.0,0.0,0.0,14.0,22.0,1872.25,62.0,8.0,1.25,19.25,63.25,202106180200,202106180300,127.75,64.5,3172.5,3300.25,4,2
12819,136.75,434.25,730.5,0.0,0.0,0.0,14.0,22.0,1871.75,62.0,8.25,37.75,18.75,62.0,202106180300,202106180400,162.75,99.75,3235.25,3398.0,5,3
12820,160.0,504.25,816.75,0.0,0.0,0.0,14.0,22.0,1871.75,64.0,10.0,159.0,19.0,34.0,202106180400,202106180500,258.0,193.0,3416.75,3674.75,7,5
12821,164.0,501.75,860.75,0.0,0.0,0.25,13.75,20.5,1871.5,64.0,11.75,449.75,19.75,7.0,202106180500,202106180600,522.75,456.75,3462.0,3984.75,13,11
12822,164.0,524.5,905.0,0.0,0.0,0.0,13.0,16.0,1870.75,64.0,12.75,779.25,19.5,9.25,202106180600,202106180700,849.75,788.5,3528.25,4378.0,19,18
12823,165.75,389.25,1029.5,0.0,0.0,0.0,13.25,16.0,1868.75,69.0,11.25,1054.75,18.75,18.25,202106180700,202106180800,1132.25,1073.0,3522.25,4654.5,24,23
12824,167.25,369.5,997.25,0.0,0.0,0.0,13.0,16.0,1868.5,68.0,12.0,1233.75,18.0,25.5,202106180800,202106180900,1318.25,1259.25,3470.5,4788.75,28,26
12825,167.5,369.25,1068.0,0.0,0.0,0.0,13.0,16.0,1868.5,68.0,12.0,1337.75,18.5,19.0,202106180900,202106181000,1416.25,1356.75,3541.25,4957.5,29,27
12826,169.5,368.75,1007.5,0.0,0.0,0.0,13.0,20.5,1866.0,68.0,13.75,1356.25,18.75,17.0,202106181000,202106181100,1439.25,1373.25,3479.75,4919.0,29,28
12827,163.25,367.75,859.0,0.0,0.0,0.0,13.0,23.0,1864.25,68.0,13.25,1300.0,18.25,13.5,202106181100,202106181200,1381.0,1313.5,3322.25,4703.25,29,28
12828,167.25,367.75,808.0,0.0,0.0,0.0,13.25,23.0,1863.5,68.0,12.25,1210.25,18.0,11.25,202106181200,202106181300,1288.0,1221.5,3274.5,4562.5,28,27
12829,168.25,370.0,800.5,0.0,0.0,0.0,14.0,23.0,1865.25,68.0,11.5,1063.25,17.5,9.0,202106181300,202106181400,1138.25,1072.25,3272.0,4410.25,26,24
12830,168.5,370.75,808.75,0.0,0.0,0.0,13.5,23.0,1864.25,68.0,11.0,825.5,18.75,12.75,202106181400,202106181500,904.5,838.25,3280.25,4184.75,22,20
12831,168.5,372.75,796.25,0.0,0.0,0.0,14.0,23.0,1865.0,68.0,11.0,552.0,19.25,20.75,202106181500,202106181600,640.0,572.75,3270.5,3910.5,16,15
12832,168.0,373.0,796.75,0.0,0.0,0.0,14.0,23.0,1865.0,63.5,11.75,246.5,20.0,28.0,202106181600,202106181700,343.25,274.5,3266.25,3609.5,10,8
12833,170.5,370.5,821.5,0.0,0.0,0.0,14.0,23.0,1864.75,63.0,13.0,68.75,19.25,28.5,202106181700,202106181800,166.5,97.25,3290.25,3456.75,5,3
12834,170.5,363.5,816.0,0.0,0.0,0.0,14.0,23.0,1865.75,63.0,13.0,9.5,18.5,31.5,202106181800,202106181900,109.5,41.0,3278.75,3388.25,3,1
12835,171.0,368.5,817.0,0.0,0.0,0.0,14.0,23.0,1864.5,63.0,13.0,0.0,19.0,33.75,202106181900,202106182000,102.75,33.75,3284.0,3386.75,3,1
12836,167.5,369.5,830.75,0.0,0.0,0.0,14.0,23.0,1864.0,63.0,13.0,0.0,19.75,24.75,202106182000,202106182100,94.5,24.75,3294.75,3389.25,3,1
12837,167.0,371.0,834.75,0.0,0.0,0.0,14.0,23.0,1863.5,62.0,12.25,0.0,18.75,15.0,202106182100,202106182200,83.0,15.0,3298.25,3381.25,2,0
12838,149.25,354.0,678.25,0.0,0.0,0.0,14.0,21.0,1864.5,62.0,11.25,0.0,18.25,14.25,202106182200,202106182300,78.75,14.25,3108.0,3186.75,2,0
12839,148.5,351.75,617.25,0.0,0.0,0.0,14.0,21.0,1863.25,62.0,11.75,0.0,15.75,15.75,202106182300,202106190000,78.25,15.75,3042.75,3121.0,3,1
12840,141.25,324.75,627.75,0.0,0.0,0.0,14.0,21.0,1863.5,61.0,11.25,0.0,16.0,11.75,202106190000,202106190100,74.0,11.75,3018.25,3092.25,2,0
12841,112.75,319.0,591.75,0.0,0.0,0.0,13.5,21.0,1863.0,62.0,8.0,0.0,17.5,6.25,202106190100,202106190200,66.25,6.25,2948.5,3014.75,2,0
12842,109.0,334.25,589.0,0.0,0.0,0.0,14.0,21.0,1864.0,61.0,8.0,1.0,16.0,2.75,202106190200,202106190300,62.75,3.75,2957.25,3020.0,2,0
12843,105.25,318.75,594.5,0.0,0.0,0.0,13.0,21.0,1864.0,61.0,7.75,35.5,16.5,3.25,202106190300,202106190400,97.0,38.75,2943.5,3040.5,3,1
12844,116.5,324.5,620.0,0.0,0.0,0.0,13.0,21.0,1865.0,63.0,8.75,154.25,16.25,2.25,202106190400,202106190500,215.5,156.5,2989.0,3204.5,7,5
12845,135.25,349.75,633.5,0.0,0.0,0.0,13.0,21.0,1863.75,63.0,11.5,439.75,16.0,1.0,202106190500,202106190600,502.25,440.75,3045.25,3547.5,14,12
12846,138.25,359.25,616.0,0.0,0.0,0.0,13.0,21.0,1864.75,63.0,12.75,782.25,16.25,0.75,202106190600,202106190700,846.0,783.0,3041.25,3887.25,22,20
12847,137.75,363.25,602.25,0.0,0.0,0.0,13.0,21.0,1865.25,68.0,12.0,1065.0,15.5,0.5,202106190700,202106190800,1127.0,1065.5,3036.5,4163.5,27,26
12848,137.25,338.75,594.5,0.0,0.0,0.0,13.0,21.0,1865.5,67.0,12.0,1266.5,15.75,0.75,202106190800,202106190900,1329.0,1267.25,3003.0,4332.0,31,29
12849,136.5,337.0,598.5,0.0,0.0,0.0,13.0,21.0,1865.0,67.0,11.25,1340.0,14.75,0.5,202106190900,202106191000,1400.5,1340.5,3004.0,4404.5,32,30
12850,136.5,337.25,593.5,0.0,0.0,0.0,13.0,21.0,1864.25,67.0,11.75,1312.75,15.75,0.25,202106191000,202106191100,1374.5,1313.0,2998.5,4373.0,31,30
12851,138.75,326.75,631.75,0.0,0.0,0.0,13.0,21.0,1862.75,67.0,12.0,1211.0,15.0,0.0,202106191100,202106191200,1272.0,1211.0,3027.0,4299.0,30,28
12852,139.25,330.5,595.75,0.0,0.0,0.0,13.0,21.0,1858.5,67.0,12.0,1154.75,15.5,1.0,202106191200,202106191300,1217.25,1155.75,2991.0,4208.25,29,27
12853,144.75,333.25,572.25,0.0,0.0,0.0,13.0,21.0,1857.25,67.0,11.5,1033.25,16.0,4.0,202106191300,202106191400,1098.75,1037.25,2974.5,4073.25,27,25
12854,147.5,334.0,571.0,0.0,0.0,0.0,13.0,21.0,1857.75,67.0,12.0,789.75,16.0,7.5,202106191400,202106191500,859.25,797.25,2977.25,3836.5,22,21
12855,147.5,357.25,631.5,0.0,0.0,0.0,13.0,21.0,1858.0,67.0,12.0,503.25,16.75,3.75,202106191500,202106191600,569.75,507.0,3061.25,3631.0,16,14
12856,149.5,359.5,626.25,0.0,0.0,0.0,13.0,21.0,1858.0,62.0,11.25,236.5,17.0,1.0,202106191600,202106191700,299.75,237.5,3055.25,3355.0,9,7
12857,148.5,360.5,594.25,0.0,0.0,0.0,13.0,21.0,1856.5,62.0,11.75,71.25,16.0,8.75,202106191700,202106191800,141.75,80.0,3021.75,3163.5,4,3
12858,149.0,355.0,625.75,0.0,0.0,0.0,13.0,21.0,1856.75,62.0,12.75,8.5,17.0,4.5,202106191800,202106191900,76.75,13.0,3048.5,3125.25,2,0
12859,150.0,337.75,671.75,0.0,0.0,0.0,13.0,21.0,1855.5,62.0,12.5,0.0,16.25,3.0,202106191900,202106192000,65.75,3.0,3077.0,3142.75,2,0
12860,149.5,357.25,670.25,0.0,0.0,0.0,12.0,21.0,1855.0,62.0,12.0,0.0,16.0,13.0,202106192000,202106192100,74.0,13.0,3094.0,3168.0,2,0
12861,150.0,355.5,610.0,0.0,0.0,0.0,12.0,21.0,1856.5,61.0,11.5,0.0,16.5,37.75,202106192100,202106192200,98.75,37.75,3033.0,3131.75,3,1
12862,150.0,356.0,625.0,0.0,0.0,0.0,12.0,21.0,1857.75,62.0,12.0,0.0,17.0,51.0,202106192200,202106192300,113.0,51.0,3050.75,3163.75,4,2
12863,150.25,319.25,585.0,0.0,0.0,0.0,12.0,21.0,1855.75,62.0,11.0,0.0,17.0,43.5,202106192300,202106200000,104.5,43.5,2972.25,3076.75,3,1
12864,141.25,312.25,614.0,0.0,0.0,0.0,12.0,21.0,1857.25,61.0,10.5,0.0,16.5,21.5,202106200000,202106200100,81.5,21.5,2985.75,3067.25,3,1
12865,111.25,308.25,566.5,0.0,0.0,0.0,12.0,21.0,1857.5,62.0,8.0,0.0,17.0,14.75,202106200100,202106200200,72.75,14.75,2905.5,2978.25,2,0
12866,106.75,308.25,580.5,0.0,0.0,0.0,12.0,21.0,1856.75,61.0,8.0,1.0,17.0,39.0,202106200200,202106200300,98.0,40.0,2913.25,3011.25,3,1
12867,107.0,301.5,569.75,0.0,0.0,0.0,12.0,21.0,1856.0,61.0,7.75,37.25,15.75,60.5,202106200300,202106200400,154.25,97.75,2895.25,3049.5,5,3
12868,122.75,308.75,586.5,0.0,0.0,0.0,12.0,21.0,1856.75,63.0,9.0,154.25,16.0,55.0,202106200400,202106200500,267.25,209.25,2937.75,3205.0,8,7
12869,144.5,306.5,608.75,0.0,0.0,0.0,12.0,21.0,1856.25,63.0,11.0,432.25,16.0,27.0,202106200500,202106200600,519.25,459.25,2979.0,3498.25,15,13
12870,148.5,302.25,577.25,0.0,0.0,0.0,12.0,20.0,1856.25,63.0,11.75,760.25,15.5,13.0,202106200600,202106200700,832.5,773.25,2947.25,3779.75,22,20
12871,148.5,297.0,574.0,0.0,0.0,0.0,13.0,15.0,1857.0,66.75,12.25,1030.5,17.5,12.25,202106200700,202106200800,1100.5,1042.75,2943.25,4043.75,27,26
12872,148.25,327.5,549.0,0.0,0.0,0.0,12.0,16.25,1857.0,67.0,12.75,1234.75,16.25,14.75,202106200800,202106200900,1306.75,1249.5,2948.75,4255.5,31,29
12873,147.75,329.75,537.0,0.0,0.0,0.0,12.5,19.0,1859.25,67.0,11.75,1342.5,16.25,14.0,202106200900,202106201000,1416.0,1356.5,2940.75,4356.75,33,31
12874,146.0,322.75,564.0,0.0,0.0,0.0,13.0,19.0,1857.25,67.0,11.75,1331.5,17.0,16.25,202106201000,202106201100,1408.5,1347.75,2957.0,4365.5,32,31
12875,148.25,329.5,573.25,0.0,0.0,0.0,13.0,19.0,1856.75,67.0,11.75,1306.25,16.5,12.0,202106201100,202106201200,1378.5,1318.25,2974.75,4353.25,32,30
12876,147.5,315.0,627.0,0.0,0.0,0.0,13.0,19.0,1856.25,67.0,12.25,1176.0,15.75,10.25,202106201200,202106201300,1246.25,1186.25,3012.75,4259.0,29,28
12877,146.0,325.0,619.5,0.0,0.0,0.0,13.0,19.0,1854.5,67.0,12.0,1027.25,17.75,8.0,202106201300,202106201400,1097.0,1035.25,3012.0,4109.0,27,25
12878,146.5,325.5,770.0,0.0,0.0,0.0,13.0,19.0,1854.0,67.0,11.0,729.75,16.5,7.25,202106201400,202106201500,796.5,737.0,3163.0,3959.5,20,19
12879,147.25,359.5,677.0,0.0,0.0,0.0,13.0,19.0,1854.0,67.0,11.25,457.0,16.5,5.0,202106201500,202106201600,521.75,462.0,3104.75,3626.5,14,13
12880,146.5,358.0,653.5,0.0,0.0,0.0,13.0,19.0,1853.25,63.25,12.25,222.75,16.25,4.25,202106201600,202106201700,287.5,227.0,3074.5,3362.0,9,7
12881,147.0,360.5,738.75,0.0,0.0,0.0,13.0,18.5,1851.25,62.0,12.75,77.0,16.0,8.25,202106201700,202106201800,145.5,85.25,3159.5,3305.0,4,3
12882,148.25,358.0,744.25,0.0,0.0,0.0,13.0,18.0,1850.5,62.0,13.0,8.5,16.5,11.5,202106201800,202106201900,80.5,20.0,3163.0,3243.5,2,1
12883,148.75,339.75,821.75,0.0,0.0,0.0,12.25,18.0,1851.25,62.0,12.0,0.0,17.75,11.75,202106201900,202106202000,71.75,11.75,3223.5,3295.25,2,0
12884,149.25,365.75,802.0,0.0,0.0,0.0,12.75,18.0,1851.5,62.0,11.25,0.0,19.25,24.0,202106202000,202106202100,85.25,24.0,3230.5,3315.75,3,1
12885,149.75,361.75,690.75,0.0,0.0,0.0,12.5,18.0,1851.75,61.0,12.0,0.0,18.5,33.0,202106202100,202106202200,94.0,33.0,3115.0,3209.0,3,1
12886,148.75,325.5,786.0,0.0,0.0,0.0,12.0,18.0,1853.25,62.0,11.0,0.0,19.0,53.75,202106202200,202106202300,113.75,53.75,3175.5,3289.25,3,2
12887,149.75,326.25,677.5,0.0,0.0,0.0,12.0,18.0,1853.5,62.0,11.75,0.0,18.75,80.75,202106202300,202106210000,141.25,80.75,3069.0,3210.25,4,3
12888,138.75,310.5,708.5,0.0,0.0,0.0,12.0,18.0,1854.0,61.0,10.5,0.0,19.0,105.0,202106210000,202106210100,164.5,105.0,3072.75,3237.25,5,3
12889,109.75,315.5,714.25,0.0,0.0,0.0,12.0,18.0,1854.0,62.0,8.25,0.0,19.5,91.75,202106210100,202106210200,149.5,91.75,3055.5,3205.0,5,3
12890,107.25,309.75,740.5,0.0,0.0,0.0,12.0,18.0,1853.25,61.0,8.0,1.5,19.0,101.25,202106210200,202106210300,159.75,102.75,3071.75,3231.5,5,3
12891,119.5,312.5,768.0,0.0,0.0,0.0,12.0,18.0,1852.75,61.0,7.0,45.5,19.0,82.0,202106210300,202106210400,183.5,127.5,3113.75,3297.25,6,4
12892,143.75,336.25,947.5,0.0,0.0,0.0,12.0,18.0,1851.25,63.0,10.75,173.0,19.25,61.5,202106210400,202106210500,294.5,234.5,3341.75,3636.25,8,6
12893,148.0,341.0,975.75,0.0,0.0,0.0,12.0,17.25,1851.0,63.0,10.75,423.0,18.0,37.25,202106210500,202106210600,518.25,460.25,3378.75,3897.0,13,12
12894,147.75,346.25,1034.5,0.0,0.0,0.0,12.0,13.0,1850.75,63.0,11.25,719.5,19.5,27.25,202106210600,202106210700,802.5,746.75,3442.25,4244.75,19,18
12895,146.25,359.5,982.0,0.0,0.0,0.0,12.0,13.0,1849.75,66.75,10.0,990.0,18.75,31.75,202106210700,202106210800,1075.5,1021.75,3404.25,4479.75,24,23
12896,148.0,358.5,937.75,0.0,0.0,0.0,12.0,13.0,1850.75,67.0,10.75,1151.5,18.25,43.0,202106210800,202106210900,1248.5,1194.5,3362.0,4610.5,27,26
12897,146.75,357.5,977.25,0.0,0.0,0.0,12.0,13.0,1852.75,67.0,10.75,1259.5,17.5,46.5,202106210900,202106211000,1359.25,1306.0,3401.25,4760.5,29,27
12898,145.25,360.5,1073.25,0.0,0.0,0.0,12.0,16.75,1848.0,67.0,11.5,1253.25,17.75,36.75,202106211000,202106211100,1348.0,1290.0,3494.0,4842.0,28,27
12899,146.5,365.25,1025.75,0.0,0.0,0.0,12.5,18.0,1848.0,67.0,11.75,1241.0,18.75,38.0,202106211100,202106211200,1340.0,1279.0,3452.5,4792.5,28,27
12900,145.25,359.25,943.5,0.5,0.0,0.0,13.0,18.0,1848.0,67.0,11.75,1147.75,18.25,23.0,202106211200,202106211300,1231.75,1170.75,3363.5,4595.25,27,25
12901,144.5,346.25,1008.25,0.0,0.0,0.0,12.25,18.0,1847.0,67.0,11.5,979.25,18.0,19.5,202106211300,202106211400,1058.5,998.75,3413.0,4471.5,24,22
12902,144.25,352.0,918.0,0.0,0.0,0.0,12.0,18.0,1846.25,67.0,11.5,743.25,19.0,15.75,202106211400,202106211500,819.5,759.0,3327.5,4147.0,20,18
12903,140.25,364.25,932.75,0.0,0.0,0.0,12.0,18.0,1846.25,67.0,10.25,462.0,18.75,16.0,202106211500,202106211600,537.0,478.0,3350.5,3887.5,14,12
12904,122.75,361.0,1009.75,0.0,0.0,0.0,12.0,18.0,1847.25,63.25,11.25,231.25,18.5,10.25,202106211600,202106211700,301.25,241.5,3404.0,3705.25,8,7
12905,117.25,345.25,974.25,0.0,0.0,0.0,12.0,18.0,1845.75,62.0,11.75,77.75,18.5,1.75,202106211700,202106211800,139.75,79.5,3344.5,3484.25,4,2
12906,120.25,329.75,933.5,0.0,0.0,0.0,12.0,18.0,1846.75,62.0,11.75,8.5,18.5,10.75,202106211800,202106211900,79.5,19.25,3292.25,3371.75,2,1
12907,135.5,336.5,958.75,0.0,0.0,0.0,12.0,18.0,1847.0,62.0,12.0,0.0,19.75,35.5,202106211900,202106212000,97.25,35.5,3339.75,3437.0,3,1
12908,147.75,344.25,927.25,0.0,0.0,0.0,12.0,18.0,1847.75,62.0,12.5,0.0,19.25,82.0,202106212000,202106212100,143.75,82.0,3329.0,3472.75,4,2
12909,145.0,340.0,969.0,0.0,0.0,0.0,11.5,15.0,1847.75,61.0,13.0,0.0,19.25,80.75,202106212100,202106212200,139.5,80.75,3362.75,3502.25,4,2
12910,122.75,343.5,957.75,0.0,0.0,0.0,12.0,15.0,1852.25,57.0,12.0,0.0,19.0,51.5,202106212200,202106212300,109.5,51.5,3333.25,3442.75,3,1
12911,122.75,348.75,892.75,0.0,0.0,0.0,11.75,15.0,1852.5,57.0,11.5,0.0,19.25,29.0,202106212300,202106220000,86.5,29.0,3273.75,3360.25,3,1
12912,117.5,341.75,818.75,0.0,0.0,0.0,12.0,15.0,1854.0,56.0,10.5,0.0,19.25,49.0,202106220000,202106220100,105.75,49.0,3188.0,3293.75,3,1
12913,94.75,342.0,775.75,0.0,0.0,0.0,12.0,15.0,1854.5,57.0,8.0,0.0,19.25,40.5,202106220100,202106220200,94.75,40.5,3124.0,3218.75,3,1
12914,93.0,344.0,776.75,0.0,0.0,0.0,11.5,15.0,1854.0,56.0,7.5,1.75,18.5,24.0,202106220200,202106220300,78.25,25.75,3123.75,3202.0,2,1
12915,103.0,339.5,849.75,0.0,0.0,0.0,12.0,15.0,1853.0,56.0,8.25,37.0,18.0,37.75,202106220300,202106220400,128.0,74.75,3201.25,3329.25,4,2
12916,123.0,335.5,959.0,0.0,0.0,0.0,12.0,15.25,1852.5,57.0,10.25,142.75,17.75,57.25,202106220400,202106220500,255.25,200.0,3327.0,3582.25,7,6
12917,124.25,338.25,1046.5,0.25,0.0,0.0,12.0,18.0,1853.75,60.0,11.75,379.0,18.5,51.5,202106220500,202106220600,490.75,430.5,3423.0,3913.75,13,11
12918,124.5,349.75,974.0,0.0,0.0,0.0,12.0,18.0,1852.75,60.0,11.25,705.75,17.75,55.25,202106220600,202106220700,820.0,761.0,3361.0,4181.0,20,18
12919,121.0,344.25,971.25,0.0,0.0,0.0,12.0,18.0,1852.0,63.0,12.0,990.75,16.0,34.0,202106220700,202106220800,1082.75,1024.75,3351.5,4434.25,24,23
12920,120.75,360.25,1031.25,0.0,0.0,0.0,12.0,18.0,1853.5,63.0,12.0,1188.5,15.25,24.5,202106220800,202106220900,1270.25,1213.0,3428.75,4699.0,27,26
12921,119.5,404.5,1009.5,0.0,0.0,0.0,13.0,18.0,1854.25,63.75,9.75,1290.5,15.75,15.25,202106220900,202106221000,1362.25,1305.75,3451.5,4813.75,28,27
12922,120.75,454.5,961.75,0.0,0.0,0.5,12.5,18.0,1854.0,66.0,10.25,1323.5,16.5,4.75,202106221000,202106221100,1386.0,1328.25,3457.0,4843.0,29,27
12923,118.25,481.0,996.5,0.0,1.5,1.0,12.0,18.0,1853.75,66.0,11.25,1294.0,15.75,1.25,202106221100,202106221200,1353.25,1295.25,3517.0,4870.25,28,27
12924,120.75,504.0,920.0,0.0,0.0,0.0,13.0,18.0,1852.25,66.0,11.5,1209.25,17.25,0.0,202106221200,202106221300,1269.0,1209.25,3463.0,4732.0,27,26
12925,120.0,508.25,1020.5,0.0,0.0,0.0,12.25,18.0,1851.0,66.0,10.0,1072.75,15.0,0.0,202106221300,202106221400,1128.0,1072.75,3565.75,4693.75,24,23
12926,120.5,523.75,1085.75,0.0,0.0,0.0,12.0,18.0,1849.5,66.0,10.75,845.0,20.5,0.5,202106221400,202106221500,906.75,845.5,3645.5,4552.25,20,19
12927,120.0,521.0,977.0,0.0,0.0,0.0,12.0,18.0,1848.0,66.0,11.0,559.75,20.5,2.0,202106221500,202106221600,623.25,561.75,3532.0,4155.25,15,14
12928,120.25,504.5,1022.25,0.0,0.0,0.0,12.0,18.0,1847.25,63.0,10.5,255.0,17.0,3.5,202106221600,202106221700,316.0,258.5,3557.25,3873.25,8,7
12929,122.0,487.75,1194.75,0.0,0.0,0.0,12.0,18.0,1846.75,61.5,10.25,73.25,18.0,2.25,202106221700,202106221800,133.75,75.5,3712.75,3846.5,3,2
12930,122.75,466.25,1074.0,0.0,0.0,0.0,12.0,18.0,1846.75,57.0,11.25,9.0,17.25,6.75,202106221800,202106221900,74.25,15.75,3566.75,3641.0,2,0
12931,124.5,458.75,1088.75,0.0,0.0,0.0,12.0,18.0,1845.75,56.0,11.0,0.0,17.5,8.25,202106221900,202106222000,66.75,8.25,3573.75,3640.5,2,0
12932,125.0,407.0,999.25,0.0,0.0,0.0,12.0,18.0,1845.5,56.0,11.25,0.0,16.75,15.0,202106222000,202106222100,73.0,15.0,3432.75,3505.75,2,0
12933,124.0,359.5,986.25,0.0,0.0,0.0,11.25,15.0,1845.0,56.0,11.0,0.0,16.0,22.75,202106222100,202106222200,76.0,22.75,3370.75,3446.75,2,1
12934,125.25,354.25,968.0,0.0,0.0,0.0,11.0,15.0,1849.0,60.0,11.25,0.0,14.5,24.0,202106222200,202106222300,75.75,24.0,3356.5,3432.25,2,1
12935,125.5,367.0,889.0,0.0,0.0,0.0,11.0,15.0,1850.0,60.0,11.25,0.0,15.0,17.75,202106222300,202106230000,70.0,17.75,3291.5,3361.5,2,1
12936,122.25,363.5,879.25,0.0,0.0,0.0,11.0,15.0,1851.0,59.0,10.5,0.0,15.0,33.0,202106230000,202106230100,84.5,33.0,3275.0,3359.5,3,1
12937,99.75,358.0,909.25,0.0,0.0,0.0,11.0,15.0,1850.5,60.0,8.25,0.0,15.0,62.0,202106230100,202106230200,111.25,62.0,3277.5,3388.75,3,2
12938,93.0,351.0,864.0,0.0,0.0,0.0,11.0,15.0,1851.0,59.0,8.0,0.75,14.5,60.5,202106230200,202106230300,109.75,61.25,3218.0,3327.75,3,2
12939,101.75,362.25,922.75,0.0,0.0,0.0,11.75,15.0,1849.25,59.0,9.0,37.25,15.0,46.0,202106230300,202106230400,134.0,83.25,3295.0,3429.0,4,2
12940,123.25,372.75,1010.0,0.0,0.0,0.0,11.75,15.0,1846.25,60.0,10.0,150.5,14.0,28.25,202106230400,202106230500,229.5,178.75,3412.25,3641.75,6,5
12941,124.75,375.75,1101.75,0.0,0.0,0.0,12.0,14.0,1844.25,61.0,10.75,421.5,15.25,21.25,202106230500,202106230600,494.75,442.75,3507.5,4002.25,12,11
12942,125.0,510.0,1045.5,0.0,0.0,0.0,12.0,13.0,1846.25,61.0,10.0,756.0,15.0,25.0,202106230600,202106230700,831.0,781.0,3587.75,4418.75,19,18
12943,127.5,531.75,988.0,0.0,0.0,0.0,12.0,13.0,1849.5,65.0,10.25,1036.0,16.0,25.5,202106230700,202106230800,1112.75,1061.5,3561.75,4674.5,24,23
12944,123.75,509.75,954.25,0.0,0.0,0.0,12.0,13.0,1847.0,65.0,12.0,1233.5,15.5,22.5,202106230800,202106230900,1308.5,1256.0,3499.75,4808.25,27,26
12945,123.0,456.75,945.0,0.0,0.0,0.0,12.0,13.0,1846.5,65.0,11.75,1320.5,16.25,27.25,202106230900,202106231000,1400.75,1347.75,3436.25,4837.0,29,28
12946,122.75,407.75,1042.5,0.0,0.0,0.0,13.0,17.0,1845.75,65.0,11.75,1340.5,19.0,26.0,202106231000,202106231100,1427.25,1366.5,3483.75,4911.0,29,28
12947,123.75,439.0,1002.75,0.0,0.0,0.0,12.0,17.0,1843.75,65.0,11.5,1319.0,20.0,19.75,202106231100,202106231200,1399.25,1338.75,3474.25,4873.5,29,27
12948,126.0,471.25,963.75,0.0,0.0,0.0,12.5,17.0,1845.5,65.0,11.5,1242.5,18.5,9.25,202106231200,202106231300,1311.25,1251.75,3471.5,4782.75,27,26
12949,135.5,475.75,1045.25,0.0,0.0,0.0,12.0,17.0,1844.75,65.0,10.5,1094.75,18.75,2.0,202106231300,202106231400,1155.0,1096.75,3566.25,4721.25,24,23
12950,141.0,531.0,1067.75,0.0,0.0,0.0,12.0,17.0,1844.75,65.0,11.75,859.0,19.0,0.0,202106231400,202106231500,918.75,859.0,3649.5,4568.25,20,19
12951,142.5,537.25,1112.75,0.0,0.0,0.0,12.0,17.0,1843.75,65.0,11.0,560.75,19.0,0.0,202106231500,202106231600,619.75,560.75,3701.25,4321.0,14,13
12952,141.75,529.5,1085.25,0.0,0.0,0.0,12.0,18.0,1842.75,59.5,11.0,251.5,19.25,0.0,202106231600,202106231700,311.75,251.5,3658.75,3970.5,8,6
12953,142.0,531.5,1033.0,0.0,0.0,0.0,12.0,18.0,1842.5,59.5,11.5,76.0,20.0,2.0,202106231700,202106231800,139.5,78.0,3608.5,3748.0,4,2
12954,140.5,518.25,1058.0,0.0,0.0,0.0,12.0,18.0,1842.5,60.0,11.75,9.75,19.75,4.25,202106231800,202106231900,75.5,14.0,3619.25,3694.75,2,0
12955,147.5,494.5,1032.25,0.0,0.0,0.0,12.0,18.0,1842.25,60.0,12.0,0.0,20.5,3.0,202106231900,202106232000,65.5,3.0,3576.5,3642.0,2,0
12956,150.0,504.75,1120.5,0.0,0.0,0.0,12.0,18.0,1842.0,59.0,11.75,0.0,20.25,5.5,202106232000,202106232100,67.5,5.5,3676.25,3743.75,2,0
12957,163.0,434.75,1061.75,0.0,0.0,0.0,11.5,17.0,1842.0,59.0,11.0,0.0,19.5,8.0,202106232100,202106232200,67.0,8.0,3560.5,3627.5,2,0
12958,165.75,361.5,1057.25,0.0,0.0,0.0,11.0,17.0,1842.5,59.0,10.5,0.0,20.75,13.0,202106232200,202106232300,72.25,13.0,3486.0,3558.25,2,0
12959,166.25,369.25,1001.0,0.0,0.0,0.0,11.0,17.0,1842.25,59.0,10.75,0.0,18.5,10.75,202106232300,202106240000,68.0,10.75,3437.75,3505.75,2,0
12960,164.0,374.5,986.25,0.0,0.0,0.0,11.0,17.0,1842.25,58.0,10.0,0.0,18.75,12.75,202106240000,202106240100,69.5,12.75,3425.0,3494.5,2,0
12961,128.25,356.75,907.0,0.0,0.0,0.0,11.0,17.0,1842.5,59.0,7.25,0.0,20.0,16.0,202106240100,202106240200,71.25,16.0,3293.5,3364.75,2,0
