,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore,startTime,endTime,renewableTotal,renewableTotalWS,nonRenewableTotal,total,percentRenewable,percentRenewableWS
5730,316.0,4159.0,14.0,523.0,1146.0,3333.0,1935.0,30314.0,202.0,200.0,3073.0,202008261800,202008261900,9889.0,3275.0,35326.0,45215.0,22,7
5731,318.0,4097.0,14.0,528.0,1163.0,3189.0,1991.0,30388.0,0.0,201.0,2520.0,202008261900,202008262000,9064.0,2520.0,35345.0,44409.0,20,6
5732,319.0,3876.0,14.0,531.0,519.0,3002.0,2044.0,30358.0,0.0,200.0,2205.0,202008262000,202008262100,7970.0,2205.0,35098.0,43068.0,19,5
5733,318.0,3650.0,14.0,279.0,322.0,2834.0,1797.0,30283.0,0.0,199.0,2061.0,202008262100,202008262200,7213.0,2061.0,34544.0,41757.0,17,5
5734,318.0,3698.0,14.0,134.0,,2478.0,1058.0,30083.0,0.0,201.0,1796.0,202008262200,202008262300,5533.0,1796.0,34247.0,39780.0,14,5
5735,319.0,3578.0,13.0,134.0,,2217.0,590.0,29517.0,0.0,205.0,1573.0,202008262300,202008270000,4585.0,1573.0,33561.0,38146.0,12,4
5736,318.0,3668.0,13.0,134.0,,2113.0,365.0,29040.0,0.0,206.0,1241.0,202008270000,202008270100,3925.0,1241.0,33173.0,37098.0,11,3
5737,315.0,3419.0,12.0,134.0,,2142.0,120.0,29034.0,0.0,207.0,1044.0,202008270100,202008270200,3513.0,1044.0,32914.0,36427.0,10,3
5738,316.0,3423.0,11.0,134.0,,2080.0,,28869.0,0.0,205.0,1128.0,202008270200,202008270300,3413.0,1128.0,32753.0,36166.0,9,3
5739,317.0,3446.0,11.0,134.0,,2105.0,16.0,29326.0,0.0,187.0,1230.0,202008270300,202008270400,3538.0,1230.0,33234.0,36772.0,10,3
5740,316.0,3534.0,8.0,134.0,,2244.0,234.0,29885.0,0.0,179.0,1249.0,202008270400,202008270500,3906.0,1249.0,33877.0,37783.0,10,3
5741,318.0,3561.0,8.0,134.0,157.0,2391.0,478.0,30076.0,244.0,175.0,1174.0,202008270500,202008270600,4619.0,1418.0,34097.0,38716.0,12,4
5742,316.0,3817.0,8.0,134.0,648.0,2549.0,852.0,30235.0,1003.0,175.0,1225.0,202008270600,202008270700,6452.0,2228.0,34510.0,40962.0,16,5
5743,316.0,3885.0,6.0,134.0,934.0,2481.0,1070.0,30255.0,2541.0,174.0,1059.0,202008270700,202008270800,8259.0,3600.0,34596.0,42855.0,19,8
5744,316.0,3991.0,5.0,134.0,1029.0,2399.0,1064.0,30292.0,4012.0,167.0,1086.0,202008270800,202008270900,9757.0,5098.0,34738.0,44495.0,22,11
5745,317.0,3994.0,5.0,134.0,905.0,2420.0,956.0,30242.0,5249.0,167.0,1555.0,202008270900,202008271000,11252.0,6804.0,34692.0,45944.0,24,15
5746,317.0,4029.0,4.0,134.0,914.0,2578.0,1142.0,30212.0,6080.0,168.0,2049.0,202008271000,202008271100,12931.0,8129.0,34696.0,47627.0,27,17
5747,316.0,3839.0,3.0,134.0,830.0,2655.0,923.0,30235.0,6398.0,172.0,2462.0,202008271100,202008271200,13440.0,8860.0,34527.0,47967.0,28,18
5748,318.0,3993.0,7.0,134.0,594.0,2645.0,735.0,30211.0,6192.0,175.0,3095.0,202008271200,202008271300,13436.0,9287.0,34663.0,48099.0,28,19
5749,318.0,3988.0,7.0,134.0,697.0,2555.0,708.0,30153.0,5749.0,175.0,3897.0,202008271300,202008271400,13781.0,9646.0,34600.0,48381.0,28,20
5750,318.0,3823.0,71.0,134.0,571.0,2515.0,714.0,29959.0,5095.0,177.0,4632.0,202008271400,202008271500,13704.0,9727.0,34305.0,48009.0,29,20
5751,316.0,3984.0,180.0,134.0,1033.0,2631.0,1100.0,30080.0,3750.0,197.0,5582.0,202008271500,202008271600,14293.0,9332.0,34694.0,48987.0,29,19
5752,316.0,3732.0,251.0,134.0,836.0,2974.0,1540.0,30064.0,2153.0,199.0,6094.0,202008271600,202008271700,13796.0,8247.0,34497.0,48293.0,29,17
5753,317.0,4153.0,291.0,134.0,1188.0,3387.0,2613.0,30127.0,717.0,200.0,5765.0,202008271700,202008271800,13870.0,6482.0,35022.0,48892.0,28,13
5754,317.0,4130.0,308.0,134.0,1236.0,3448.0,3081.0,29890.0,187.0,202.0,5273.0,202008271800,202008271900,13427.0,5460.0,34779.0,48206.0,28,11
5755,318.0,4109.0,308.0,134.0,1061.0,3280.0,2178.0,29522.0,0.0,203.0,5907.0,202008271900,202008272000,12629.0,5907.0,34391.0,47020.0,27,13
5756,318.0,3652.0,411.0,134.0,596.0,2968.0,1008.0,29442.0,0.0,199.0,6649.0,202008272000,202008272100,11420.0,6649.0,33957.0,45377.0,25,15
5757,318.0,3687.0,470.0,134.0,164.0,2645.0,762.0,29232.0,0.0,196.0,6935.0,202008272100,202008272200,10702.0,6935.0,33841.0,44543.0,24,16
5758,319.0,3857.0,470.0,140.0,,2596.0,866.0,29706.0,0.0,197.0,6422.0,202008272200,202008272300,10081.0,6422.0,34492.0,44573.0,23,14
5759,319.0,3671.0,469.0,140.0,,2347.0,426.0,29730.0,0.0,197.0,5876.0,202008272300,202008280000,8846.0,5876.0,34329.0,43175.0,20,14
5760,318.0,3540.0,469.0,140.0,,2136.0,345.0,29182.0,0.0,198.0,5634.0,202008280000,202008280100,8313.0,5634.0,33649.0,41962.0,20,13
5761,318.0,3402.0,469.0,140.0,,2227.0,232.0,28774.0,0.0,198.0,5123.0,202008280100,202008280200,7780.0,5123.0,33103.0,40883.0,19,13
5762,318.0,3459.0,470.0,140.0,,2149.0,219.0,28774.0,0.0,198.0,4657.0,202008280200,202008280300,7223.0,4657.0,33161.0,40384.0,18,12
5763,318.0,3434.0,470.0,140.0,,2135.0,313.0,29111.0,0.0,197.0,4373.0,202008280300,202008280400,7018.0,4373.0,33473.0,40491.0,17,11
5764,319.0,3328.0,470.0,140.0,,2267.0,480.0,29550.0,0.0,197.0,4049.0,202008280400,202008280500,6993.0,4049.0,33807.0,40800.0,17,10
5765,319.0,2985.0,470.0,140.0,135.0,2442.0,820.0,29833.0,224.0,197.0,3957.0,202008280500,202008280600,7775.0,4181.0,33747.0,41522.0,19,10
5766,319.0,3680.0,499.0,140.0,348.0,2483.0,701.0,30170.0,743.0,196.0,3840.0,202008280600,202008280700,8311.0,4583.0,34808.0,43119.0,19,11
5767,318.0,4023.0,515.0,141.0,834.0,2647.0,930.0,30314.0,1735.0,196.0,4019.0,202008280700,202008280800,10361.0,5754.0,35311.0,45672.0,23,13
5768,319.0,4266.0,522.0,140.0,860.0,2563.0,819.0,30344.0,2676.0,195.0,4700.0,202008280800,202008280900,11813.0,7376.0,35591.0,47404.0,25,16
5769,319.0,4269.0,510.0,140.0,775.0,2521.0,781.0,30301.0,3140.0,202.0,5282.0,202008280900,202008281000,12701.0,8422.0,35539.0,48240.0,26,17
5770,318.0,4217.0,511.0,140.0,772.0,2517.0,659.0,30329.0,3248.0,198.0,5629.0,202008281000,202008281100,13023.0,8877.0,35515.0,48538.0,27,18
5771,318.0,4127.0,502.0,140.0,715.0,2535.0,296.0,30280.0,3261.0,202.0,6060.0,202008281100,202008281200,13069.0,9321.0,35367.0,48436.0,27,19
5772,316.0,3962.0,474.0,140.0,267.0,2520.0,305.0,30248.0,3189.0,201.0,6465.0,202008281200,202008281300,12947.0,9654.0,35140.0,48087.0,27,20
5773,316.0,3758.0,396.0,140.0,175.0,2468.0,449.0,30204.0,3092.0,206.0,6627.0,202008281300,202008281400,13017.0,9719.0,34814.0,47831.0,27,20
5774,317.0,3822.0,378.0,140.0,157.0,2493.0,557.0,30149.0,2692.0,207.0,6556.0,202008281400,202008281500,12662.0,9248.0,34806.0,47468.0,27,19
5775,317.0,3753.0,409.0,142.0,,2642.0,746.0,30125.0,2122.0,207.0,6569.0,202008281500,202008281600,12286.0,8691.0,34746.0,47032.0,26,18
5776,315.0,3515.0,514.0,144.0,242.0,2950.0,903.0,30282.0,1300.0,208.0,6055.0,202008281600,202008281700,11658.0,7355.0,34770.0,46428.0,25,16
5777,319.0,3612.0,524.0,144.0,505.0,3062.0,885.0,30393.0,526.0,208.0,5143.0,202008281700,202008281800,10329.0,5669.0,34992.0,45321.0,23,13
5778,318.0,3606.0,413.0,144.0,430.0,3144.0,753.0,30338.0,182.0,208.0,3571.0,202008281800,202008281900,8288.0,3753.0,34819.0,43107.0,19,9
5779,318.0,3684.0,385.0,144.0,359.0,3276.0,733.0,30051.0,0.0,210.0,3092.0,202008281900,202008282000,7670.0,3092.0,34582.0,42252.0,18,7
5780,318.0,3696.0,440.0,144.0,,3119.0,1066.0,29595.0,0.0,210.0,2884.0,202008282000,202008282100,7279.0,2884.0,34193.0,41472.0,18,7
5781,319.0,3351.0,484.0,144.0,,3021.0,1413.0,28307.0,0.0,213.0,2831.0,202008282100,202008282200,7478.0,2831.0,32605.0,40083.0,19,7
5782,319.0,2918.0,443.0,140.0,52.0,2807.0,1292.0,28247.0,0.0,214.0,2973.0,202008282200,202008282300,7338.0,2973.0,32067.0,39405.0,19,8
5783,318.0,2697.0,315.0,138.0,,2690.0,645.0,28033.0,0.0,214.0,3204.0,202008282300,202008290000,6753.0,3204.0,31501.0,38254.0,18,8
5784,319.0,2449.0,309.0,135.0,,2609.0,504.0,27941.0,0.0,216.0,3468.0,202008290000,202008290100,6797.0,3468.0,31153.0,37950.0,18,9
5785,318.0,2479.0,195.0,136.0,,2474.0,273.0,28130.0,0.0,215.0,3465.0,202008290100,202008290200,6427.0,3465.0,31258.0,37685.0,17,9
5786,320.0,2667.0,12.0,138.0,,2434.0,89.0,28344.0,0.0,215.0,3068.0,202008290200,202008290300,5806.0,3068.0,31481.0,37287.0,16,8
5787,320.0,2822.0,14.0,138.0,,2400.0,295.0,28227.0,0.0,214.0,2790.0,202008290300,202008290400,5699.0,2790.0,31521.0,37220.0,15,7
5788,319.0,2902.0,14.0,138.0,,2516.0,280.0,27946.0,0.0,213.0,2564.0,202008290400,202008290500,5573.0,2564.0,31319.0,36892.0,15,7
5789,319.0,2875.0,14.0,137.0,,2614.0,347.0,27998.0,194.0,209.0,2403.0,202008290500,202008290600,5767.0,2597.0,31343.0,37110.0,16,7
5790,319.0,2873.0,14.0,135.0,,2606.0,515.0,27972.0,673.0,209.0,2187.0,202008290600,202008290700,6190.0,2860.0,31313.0,37503.0,17,8
5791,319.0,2925.0,15.0,134.0,,2785.0,469.0,28245.0,1744.0,210.0,2124.0,202008290700,202008290800,7332.0,3868.0,31638.0,38970.0,19,10
5792,318.0,2903.0,15.0,134.0,,2840.0,555.0,28173.0,2629.0,208.0,2275.0,202008290800,202008290900,8507.0,4904.0,31543.0,40050.0,21,12
5793,319.0,2891.0,15.0,134.0,,2809.0,525.0,28268.0,3283.0,206.0,2406.0,202008290900,202008291000,9229.0,5689.0,31627.0,40856.0,23,14
5794,318.0,2948.0,15.0,134.0,,2865.0,1180.0,28319.0,3372.0,206.0,2469.0,202008291000,202008291100,10092.0,5841.0,31734.0,41826.0,24,14
5795,318.0,2876.0,15.0,134.0,,2706.0,405.0,28617.0,3522.0,204.0,2680.0,202008291100,202008291200,9517.0,6202.0,31960.0,41477.0,23,15
5796,319.0,2856.0,15.0,134.0,,2611.0,303.0,28571.0,3646.0,206.0,2913.0,202008291200,202008291300,9679.0,6559.0,31895.0,41574.0,23,16
5797,319.0,2857.0,15.0,138.0,,2475.0,343.0,28532.0,3347.0,210.0,3261.0,202008291300,202008291400,9636.0,6608.0,31861.0,41497.0,23,16
5798,319.0,2863.0,15.0,137.0,,2497.0,400.0,28554.0,2685.0,210.0,3306.0,202008291400,202008291500,9098.0,5991.0,31888.0,40986.0,22,15
5799,319.0,2893.0,15.0,136.0,282.0,2774.0,842.0,28443.0,2261.0,207.0,3585.0,202008291500,202008291600,9951.0,5846.0,31806.0,41757.0,24,14
5800,318.0,2965.0,15.0,134.0,390.0,2928.0,939.0,28532.0,1497.0,206.0,3854.0,202008291600,202008291700,9814.0,5351.0,31964.0,41778.0,23,13
5801,319.0,2949.0,15.0,134.0,487.0,3074.0,774.0,28867.0,585.0,208.0,3998.0,202008291700,202008291800,9126.0,4583.0,32284.0,41410.0,22,11
5802,318.0,3081.0,15.0,134.0,436.0,3150.0,1016.0,28807.0,178.0,208.0,3643.0,202008291800,202008291900,8631.0,3821.0,32355.0,40986.0,21,9
5803,319.0,3022.0,15.0,134.0,139.0,3138.0,896.0,28673.0,0.0,204.0,3652.0,202008291900,202008292000,8029.0,3652.0,32163.0,40192.0,20,9
5804,319.0,2869.0,14.0,134.0,,3122.0,938.0,28657.0,0.0,210.0,3508.0,202008292000,202008292100,7778.0,3508.0,31993.0,39771.0,20,9
5805,319.0,2886.0,10.0,134.0,110.0,3037.0,1036.0,28334.0,0.0,213.0,3142.0,202008292100,202008292200,7538.0,3142.0,31683.0,39221.0,19,8
5806,320.0,2490.0,9.0,134.0,137.0,2943.0,979.0,28459.0,0.0,212.0,2807.0,202008292200,202008292300,7078.0,2807.0,31412.0,38490.0,18,7
5807,319.0,2321.0,9.0,135.0,,2818.0,388.0,28541.0,0.0,213.0,2645.0,202008292300,202008300000,6064.0,2645.0,31325.0,37389.0,16,7
5808,320.0,2409.0,9.0,136.0,,2613.0,182.0,28271.0,0.0,215.0,2665.0,202008300000,202008300100,5675.0,2665.0,31145.0,36820.0,15,7
5809,320.0,2037.0,10.0,138.0,,2530.0,162.0,27487.0,0.0,216.0,2833.0,202008300100,202008300200,5741.0,2833.0,29992.0,35733.0,16,8
5810,320.0,1921.0,10.0,138.0,,2484.0,99.0,27405.0,0.0,215.0,3045.0,202008300200,202008300300,5843.0,3045.0,29794.0,35637.0,16,9
5811,319.0,2004.0,9.0,138.0,,2483.0,166.0,27436.0,0.0,215.0,3303.0,202008300300,202008300400,6167.0,3303.0,29906.0,36073.0,17,9
5812,319.0,2092.0,9.0,138.0,,2540.0,130.0,27583.0,0.0,216.0,3283.0,202008300400,202008300500,6169.0,3283.0,30141.0,36310.0,17,9
5813,320.0,1977.0,8.0,138.0,,2645.0,294.0,27383.0,200.0,213.0,3314.0,202008300500,202008300600,6666.0,3514.0,29826.0,36492.0,18,10
5814,318.0,2140.0,9.0,138.0,,2866.0,581.0,27632.0,753.0,210.0,3153.0,202008300600,202008300700,7563.0,3906.0,30237.0,37800.0,20,10
5815,319.0,2531.0,9.0,138.0,,2886.0,734.0,28022.0,2035.0,211.0,2902.0,202008300700,202008300800,8768.0,4937.0,31019.0,39787.0,22,12
5816,318.0,2660.0,7.0,138.0,,2977.0,673.0,28058.0,3250.0,210.0,2722.0,202008300800,202008300900,9832.0,5972.0,31181.0,41013.0,24,15
5817,319.0,2626.0,7.0,138.0,,3124.0,570.0,27989.0,4160.0,207.0,2683.0,202008300900,202008301000,10744.0,6843.0,31079.0,41823.0,26,16
5818,320.0,2609.0,7.0,136.0,,3228.0,1128.0,28003.0,4591.0,208.0,2860.0,202008301000,202008301100,12015.0,7451.0,31075.0,43090.0,28,17
5819,318.0,2437.0,9.0,134.0,,3219.0,1133.0,27975.0,4552.0,209.0,3229.0,202008301100,202008301200,12342.0,7781.0,30873.0,43215.0,29,18
5820,319.0,2130.0,9.0,134.0,,3054.0,522.0,28612.0,4404.0,206.0,3626.0,202008301200,202008301300,11812.0,8030.0,31204.0,43016.0,27,19
5821,319.0,2238.0,9.0,136.0,,3037.0,433.0,28731.0,4256.0,203.0,4139.0,202008301300,202008301400,12068.0,8395.0,31433.0,43501.0,28,19
5822,319.0,2519.0,8.0,137.0,,3141.0,473.0,28711.0,3793.0,208.0,4427.0,202008301400,202008301500,12042.0,8220.0,31694.0,43736.0,28,19
5823,320.0,2542.0,5.0,138.0,,3281.0,534.0,28631.0,3101.0,209.0,4561.0,202008301500,202008301600,11686.0,7662.0,31636.0,43322.0,27,18
5824,318.0,2180.0,2.0,138.0,,3496.0,482.0,28583.0,1956.0,209.0,4594.0,202008301600,202008301700,10737.0,6550.0,31221.0,41958.0,26,16
5825,318.0,2452.0,1.0,138.0,,3635.0,693.0,28734.0,676.0,208.0,4436.0,202008301700,202008301800,9648.0,5112.0,31643.0,41291.0,23,12
5826,319.0,2565.0,5.0,138.0,103.0,3635.0,1165.0,28665.0,174.0,205.0,4060.0,202008301800,202008301900,9342.0,4234.0,31692.0,41034.0,23,10
5827,319.0,2537.0,6.0,138.0,355.0,3614.0,1148.0,28463.0,0.0,209.0,3661.0,202008301900,202008302000,8987.0,3661.0,31463.0,40450.0,22,9
5828,319.0,2462.0,3.0,138.0,66.0,3694.0,603.0,28496.0,0.0,209.0,3329.0,202008302000,202008302100,7901.0,3329.0,31418.0,39319.0,20,8
5829,318.0,2571.0,,137.0,20.0,3648.0,291.0,28619.0,0.0,212.0,2940.0,202008302100,202008302200,7111.0,2940.0,31645.0,38756.0,18,8
5830,319.0,2409.0,,134.0,,3500.0,284.0,28680.0,0.0,216.0,2693.0,202008302200,202008302300,6693.0,2693.0,31542.0,38235.0,18,7
5831,319.0,2100.0,,134.0,,3367.0,232.0,28769.0,0.0,217.0,2623.0,202008302300,202008310000,6439.0,2623.0,31322.0,37761.0,17,7
5832,319.0,2030.0,,134.0,,3255.0,117.0,28608.0,0.0,217.0,2683.0,202008310000,202008310100,6272.0,2683.0,31091.0,37363.0,17,7
5833,318.0,1855.0,,135.0,,3143.0,37.0,28837.0,0.0,215.0,2616.0,202008310100,202008310200,6011.0,2616.0,31145.0,37156.0,16,7
5834,317.0,2099.0,,135.0,,3121.0,22.0,29192.0,0.0,212.0,2583.0,202008310200,202008310300,5938.0,2583.0,31743.0,37681.0,16,7
5835,319.0,2318.0,129.0,134.0,,3220.0,328.0,29245.0,0.0,209.0,2538.0,202008310300,202008310400,6295.0,2538.0,32145.0,38440.0,16,7
5836,319.0,2498.0,364.0,137.0,,3475.0,828.0,29501.0,0.0,206.0,2451.0,202008310400,202008310500,6960.0,2451.0,32819.0,39779.0,17,6
5837,319.0,2930.0,480.0,140.0,709.0,3741.0,1282.0,29900.0,215.0,199.0,2319.0,202008310500,202008310600,8465.0,2534.0,33769.0,42234.0,20,6
5838,313.0,3534.0,625.0,140.0,779.0,3899.0,1806.0,30032.0,928.0,192.0,2035.0,202008310600,202008310700,9639.0,2963.0,34644.0,44283.0,22,7
5839,307.0,3468.0,789.0,140.0,750.0,3857.0,1945.0,30115.0,2488.0,193.0,1810.0,202008310700,202008310800,11043.0,4298.0,34819.0,45862.0,24,9
5840,306.0,3451.0,872.0,140.0,576.0,3657.0,1591.0,30086.0,3919.0,192.0,1831.0,202008310800,202008310900,11766.0,5750.0,34855.0,46621.0,25,12
5841,306.0,3444.0,1002.0,140.0,648.0,3636.0,1473.0,30086.0,4971.0,186.0,1869.0,202008310900,202008311000,12783.0,6840.0,34978.0,47761.0,27,14
5842,306.0,3468.0,1008.0,140.0,781.0,3651.0,1147.0,30168.0,5421.0,187.0,1772.0,202008311000,202008311100,12959.0,7193.0,35090.0,48049.0,27,15
5843,305.0,3441.0,996.0,140.0,757.0,3520.0,891.0,30213.0,5501.0,193.0,1679.0,202008311100,202008311200,12541.0,7180.0,35095.0,47636.0,26,15
5844,307.0,3438.0,1004.0,140.0,533.0,3400.0,811.0,30187.0,5346.0,193.0,1625.0,202008311200,202008311300,11908.0,6971.0,35076.0,46984.0,25,15
5845,317.0,3564.0,1050.0,140.0,590.0,3332.0,1380.0,29257.0,5172.0,191.0,1701.0,202008311300,202008311400,12366.0,6873.0,34328.0,46694.0,26,15
5846,319.0,3697.0,1000.0,140.0,473.0,3448.0,1909.0,28791.0,4367.0,193.0,1697.0,202008311400,202008311500,12087.0,6064.0,33947.0,46034.0,26,13
5847,319.0,3752.0,1017.0,140.0,637.0,3630.0,1740.0,28801.0,3418.0,195.0,1670.0,202008311500,202008311600,11290.0,5088.0,34029.0,45319.0,25,11
5848,319.0,3473.0,797.0,140.0,892.0,3786.0,1960.0,28842.0,2162.0,198.0,1612.0,202008311600,202008311700,10610.0,3774.0,33571.0,44181.0,24,9
5849,319.0,3918.0,795.0,140.0,1679.0,4023.0,3175.0,28972.0,738.0,196.0,1479.0,202008311700,202008311800,11290.0,2217.0,34144.0,45434.0,25,5
5850,319.0,3982.0,766.0,139.0,965.0,4046.0,3092.0,28379.0,181.0,194.0,1509.0,202008311800,202008311900,9987.0,1690.0,33585.0,43572.0,23,4
5851,318.0,3855.0,899.0,668.0,583.0,3871.0,1812.0,27649.0,0.0,203.0,1586.0,202008311900,202008312000,8055.0,1586.0,33389.0,41444.0,19,4
5852,319.0,3628.0,933.0,982.0,,3636.0,1172.0,27438.0,0.0,201.0,1661.0,202008312000,202008312100,6670.0,1661.0,33300.0,39970.0,17,4
5853,318.0,3748.0,913.0,503.0,,3725.0,871.0,27375.0,0.0,203.0,1762.0,202008312100,202008312200,6561.0,1762.0,32857.0,39418.0,17,4
5854,319.0,3294.0,904.0,139.0,,3469.0,795.0,27515.0,0.0,187.0,1707.0,202008312200,202008312300,6158.0,1707.0,32171.0,38329.0,16,4
5855,319.0,3262.0,1018.0,140.0,,3242.0,998.0,27531.0,0.0,188.0,1642.0,202008312300,202009010000,6070.0,1642.0,32270.0,38340.0,16,4
5856,319.0,3238.0,1010.0,138.0,,3105.0,756.0,27554.0,0.0,187.0,1639.0,202009010000,202009010100,5687.0,1639.0,32259.0,37946.0,15,4
5857,319.0,3059.0,1000.0,137.0,,3034.0,665.0,27552.0,0.0,189.0,1549.0,202009010100,202009010200,5437.0,1549.0,32067.0,37504.0,14,4
5858,320.0,3095.0,1005.0,136.0,,2955.0,772.0,27534.0,0.0,188.0,1358.0,202009010200,202009010300,5273.0,1358.0,32090.0,37363.0,14,4
5859,321.0,3090.0,1037.0,136.0,,3019.0,769.0,27532.0,0.0,186.0,1225.0,202009010300,202009010400,5199.0,1225.0,32116.0,37315.0,14,3
5860,320.0,3423.0,1046.0,140.0,366.0,3226.0,1074.0,27478.0,0.0,179.0,1213.0,202009010400,202009010500,6058.0,1213.0,32407.0,38465.0,16,3
5861,319.0,3488.0,1065.0,214.0,1425.0,3582.0,1772.0,27534.0,224.0,178.0,1165.0,202009010500,202009010600,8346.0,1389.0,32620.0,40966.0,20,3
5862,315.0,3427.0,943.0,708.0,1892.0,3884.0,1645.0,27331.0,906.0,169.0,1076.0,202009010600,202009010700,9572.0,1982.0,32724.0,42296.0,23,5
5863,305.0,3380.0,966.0,691.0,1379.0,3850.0,1231.0,28035.0,2389.0,169.0,915.0,202009010700,202009010800,9933.0,3304.0,33377.0,43310.0,23,8
5864,306.0,3449.0,1080.0,165.0,1271.0,3809.0,1122.0,28848.0,4087.0,169.0,824.0,202009010800,202009010900,11282.0,4911.0,33848.0,45130.0,25,11
5865,306.0,3660.0,991.0,140.0,771.0,3861.0,1191.0,28925.0,5421.0,171.0,958.0,202009010900,202009011000,12373.0,6379.0,34022.0,46395.0,27,14
5866,308.0,3834.0,891.0,140.0,233.0,4009.0,734.0,28833.0,6141.0,170.0,1173.0,202009011000,202009011100,12460.0,7314.0,34006.0,46466.0,27,16
5867,308.0,3833.0,943.0,139.0,345.0,3805.0,681.0,28883.0,6182.0,169.0,1266.0,202009011100,202009011200,12448.0,7448.0,34106.0,46554.0,27,16
5868,308.0,3751.0,947.0,139.0,296.0,3635.0,727.0,28843.0,5962.0,171.0,1327.0,202009011200,202009011300,12118.0,7289.0,33988.0,46106.0,26,16
5869,309.0,3736.0,919.0,139.0,321.0,3397.0,740.0,28803.0,5459.0,166.0,1383.0,202009011300,202009011400,11466.0,6842.0,33906.0,45372.0,25,15
5870,307.0,3510.0,729.0,139.0,538.0,3298.0,955.0,28825.0,4793.0,168.0,1486.0,202009011400,202009011500,11238.0,6279.0,33510.0,44748.0,25,14
5871,307.0,3618.0,781.0,139.0,812.0,3476.0,1132.0,28927.0,3654.0,174.0,1690.0,202009011500,202009011600,10938.0,5344.0,33772.0,44710.0,24,12
5872,305.0,4133.0,873.0,139.0,1018.0,3781.0,2078.0,28833.0,2106.0,182.0,1860.0,202009011600,202009011700,11025.0,3966.0,34283.0,45308.0,24,9
5873,307.0,4233.0,1136.0,139.0,1076.0,3965.0,2473.0,28839.0,713.0,183.0,1934.0,202009011700,202009011800,10344.0,2647.0,34654.0,44998.0,23,6
5874,307.0,4013.0,1081.0,139.0,1018.0,4085.0,2519.0,28841.0,180.0,184.0,2037.0,202009011800,202009011900,10023.0,2217.0,34381.0,44404.0,23,5
5875,306.0,3902.0,711.0,139.0,553.0,3872.0,1850.0,28720.0,0.0,188.0,2351.0,202009011900,202009012000,8814.0,2351.0,33778.0,42592.0,21,6
5876,308.0,3666.0,847.0,140.0,481.0,3547.0,956.0,28743.0,0.0,187.0,2488.0,202009012000,202009012100,7659.0,2488.0,33704.0,41363.0,19,6
5877,307.0,3433.0,959.0,140.0,,3512.0,816.0,28527.0,0.0,186.0,2408.0,202009012100,202009012200,6922.0,2408.0,33366.0,40288.0,17,6
5878,307.0,3276.0,774.0,139.0,,3511.0,1129.0,27720.0,0.0,182.0,2401.0,202009012200,202009012300,7223.0,2401.0,32216.0,39439.0,18,6
5879,306.0,3272.0,807.0,136.0,,3364.0,593.0,27684.0,0.0,182.0,2262.0,202009012300,202009020000,6401.0,2262.0,32205.0,38606.0,17,6
5880,306.0,3352.0,896.0,136.0,,3213.0,659.0,27710.0,0.0,182.0,1915.0,202009020000,202009020100,5969.0,1915.0,32400.0,38369.0,16,5
5881,307.0,3488.0,977.0,137.0,,3127.0,631.0,27760.0,0.0,182.0,1628.0,202009020100,202009020200,5568.0,1628.0,32669.0,38237.0,15,4
5882,306.0,3579.0,980.0,136.0,,2983.0,629.0,27648.0,0.0,182.0,1452.0,202009020200,202009020300,5246.0,1452.0,32649.0,37895.0,14,4
5883,305.0,3550.0,744.0,136.0,,2952.0,897.0,27594.0,0.0,180.0,1377.0,202009020300,202009020400,5406.0,1377.0,32329.0,37735.0,14,4
5884,305.0,3407.0,942.0,138.0,416.0,3355.0,1042.0,27730.0,0.0,178.0,1300.0,202009020400,202009020500,6291.0,1300.0,32522.0,38813.0,16,3
5885,305.0,3400.0,1027.0,140.0,1150.0,3752.0,1577.0,28049.0,222.0,167.0,1222.0,202009020500,202009020600,8090.0,1444.0,32921.0,41011.0,20,4
5886,304.0,3421.0,1126.0,136.0,1307.0,3966.0,1968.0,28251.0,1049.0,165.0,1092.0,202009020600,202009020700,9547.0,2141.0,33238.0,42785.0,22,5
5887,305.0,3670.0,1012.0,136.0,810.0,3879.0,2006.0,28256.0,2875.0,163.0,948.0,202009020700,202009020800,10681.0,3823.0,33379.0,44060.0,24,9
5888,304.0,3492.0,907.0,136.0,474.0,3815.0,1354.0,28197.0,4609.0,163.0,926.0,202009020800,202009020900,11341.0,5535.0,33036.0,44377.0,26,12
5889,304.0,3342.0,1010.0,136.0,692.0,3714.0,819.0,28089.0,5831.0,170.0,967.0,202009020900,202009021000,12193.0,6798.0,32881.0,45074.0,27,15
5890,304.0,3344.0,1000.0,136.0,583.0,3665.0,811.0,28166.0,6456.0,170.0,1064.0,202009021000,202009021100,12749.0,7520.0,32950.0,45699.0,28,16
5891,305.0,3261.0,973.0,136.0,520.0,3533.0,585.0,28932.0,6605.0,173.0,1073.0,202009021100,202009021200,12489.0,7678.0,33607.0,46096.0,27,17
5892,306.0,3230.0,903.0,136.0,176.0,3389.0,417.0,29234.0,6503.0,175.0,1158.0,202009021200,202009021300,11818.0,7661.0,33809.0,45627.0,26,17
5893,305.0,3267.0,715.0,136.0,418.0,3348.0,590.0,29183.0,6102.0,172.0,1184.0,202009021300,202009021400,11814.0,7286.0,33606.0,45420.0,26,16
