,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Offshore,Wind Onshore,startTime,endTime,renewableTotal,renewableTotalWS,nonRenewableTotal,total,percentRenewable,percentRenewableWS
13766,381.0,2134.0,0.0,64.0,14.0,59.0,22.0,788.0,25.0,1207.0,202107271400,202107271500,2157.0,2020.0,2537.0,4694.0,46,43
13767,393.0,2221.0,0.0,64.0,89.0,189.0,23.0,701.0,25.0,1527.0,202107271500,202107271600,2595.0,2253.0,2637.0,5232.0,50,43
13768,396.0,2367.0,0.0,64.0,120.0,259.0,22.0,566.0,25.0,1769.0,202107271600,202107271700,2803.0,2360.0,2785.0,5588.0,50,42
13769,405.0,2378.0,0.0,68.0,573.0,274.0,22.0,373.0,25.0,1924.0,202107271700,202107271800,3237.0,2322.0,2805.0,6042.0,54,38
13770,411.0,2416.0,0.0,294.0,892.0,393.0,22.0,137.0,25.0,1977.0,202107271800,202107271900,3718.0,2139.0,2849.0,6567.0,57,33
13771,415.0,2390.0,0.0,188.0,1142.0,551.0,22.0,14.0,25.0,2056.0,202107271900,202107272000,3976.0,2095.0,2827.0,6803.0,58,31
13772,412.0,2377.0,0.0,541.0,927.0,559.0,22.0,0.0,25.0,2126.0,202107272000,202107272100,4178.0,2151.0,2811.0,6989.0,60,31
13773,413.0,2040.0,0.0,84.0,630.0,167.0,21.0,0.0,25.0,2115.0,202107272100,202107272200,3021.0,2140.0,2474.0,5495.0,55,39
13774,417.0,1689.0,0.0,64.0,582.0,252.0,21.0,0.0,25.0,2004.0,202107272200,202107272300,2927.0,2029.0,2127.0,5054.0,58,40
13775,421.0,1257.0,0.0,64.0,330.0,215.0,22.0,0.0,25.0,1925.0,202107272300,202107280000,2559.0,1950.0,1700.0,4259.0,60,46
13776,415.0,1033.0,0.0,64.0,263.0,168.0,23.0,0.0,25.0,1855.0,202107280000,202107280100,2375.0,1880.0,1471.0,3846.0,62,49
13777,409.0,1080.0,0.0,64.0,233.0,167.0,22.0,0.0,25.0,1826.0,202107280100,202107280200,2315.0,1851.0,1511.0,3826.0,61,48
13778,408.0,1008.0,0.0,30.0,219.0,137.0,22.0,0.0,25.0,1926.0,202107280200,202107280300,2337.0,1951.0,1438.0,3775.0,62,52
13779,405.0,1181.0,0.0,32.0,190.0,125.0,21.0,0.0,25.0,1994.0,202107280300,202107280400,2366.0,2019.0,1607.0,3973.0,60,51
13780,406.0,1636.0,41.0,164.0,295.0,154.0,19.0,0.0,24.0,2080.0,202107280400,202107280500,2717.0,2104.0,2102.0,4819.0,56,44
13781,407.0,1909.0,118.0,100.0,373.0,319.0,19.0,3.0,25.0,2123.0,202107280500,202107280600,2943.0,2151.0,2453.0,5396.0,55,40
13782,382.0,2080.0,221.0,760.0,461.0,451.0,19.0,81.0,25.0,1859.0,202107280600,202107280700,3637.0,1965.0,2702.0,6339.0,57,31
13783,392.0,2077.0,235.0,807.0,638.0,535.0,21.0,295.0,25.0,1398.0,202107280700,202107280800,3698.0,1718.0,2725.0,6423.0,58,27
13784,390.0,2061.0,267.0,409.0,509.0,299.0,22.0,518.0,25.0,942.0,202107280800,202107280900,2702.0,1485.0,2740.0,5442.0,50,27
13785,386.0,2021.0,230.0,749.0,598.0,356.0,23.0,655.0,25.0,648.0,202107280900,202107281000,3031.0,1328.0,2660.0,5691.0,53,23
13786,387.0,2004.0,221.0,1191.0,840.0,328.0,22.0,748.0,25.0,493.0,202107281000,202107281100,3625.0,1266.0,2634.0,6259.0,58,20
13787,385.0,1998.0,221.0,1046.0,971.0,378.0,23.0,798.0,25.0,463.0,202107281100,202107281200,3681.0,1286.0,2627.0,6308.0,58,20
13788,394.0,2004.0,221.0,1119.0,943.0,330.0,22.0,809.0,25.0,486.0,202107281200,202107281300,3712.0,1320.0,2641.0,6353.0,58,21
13789,395.0,1993.0,220.0,680.0,779.0,328.0,23.0,827.0,25.0,559.0,202107281300,202107281400,3198.0,1411.0,2631.0,5829.0,55,24
13790,395.0,2022.0,230.0,427.0,869.0,223.0,22.0,785.0,25.0,653.0,202107281400,202107281500,2982.0,1463.0,2669.0,5651.0,53,26
13791,389.0,2025.0,231.0,302.0,871.0,223.0,23.0,697.0,25.0,724.0,202107281500,202107281600,2842.0,1446.0,2668.0,5510.0,52,26
13792,390.0,2029.0,222.0,147.0,400.0,135.0,24.0,560.0,25.0,812.0,202107281600,202107281700,2079.0,1397.0,2665.0,4744.0,44,29
13793,389.0,2027.0,181.0,357.0,548.0,283.0,23.0,366.0,25.0,959.0,202107281700,202107281800,2538.0,1350.0,2620.0,5158.0,49,26
13794,391.0,2093.0,216.0,455.0,950.0,610.0,24.0,134.0,25.0,1020.0,202107281800,202107281900,3194.0,1179.0,2724.0,5918.0,54,20
13795,387.0,2090.0,287.0,754.0,1150.0,628.0,23.0,14.0,25.0,1114.0,202107281900,202107282000,3685.0,1153.0,2787.0,6472.0,57,18
13796,386.0,2105.0,288.0,420.0,978.0,544.0,22.0,0.0,25.0,1138.0,202107282000,202107282100,3105.0,1163.0,2801.0,5906.0,53,20
13797,392.0,2038.0,251.0,49.0,433.0,200.0,22.0,0.0,25.0,1100.0,202107282100,202107282200,1807.0,1125.0,2703.0,4510.0,40,25
13798,395.0,2096.0,222.0,67.0,732.0,412.0,22.0,0.0,25.0,1005.0,202107282200,202107282300,2241.0,1030.0,2735.0,4976.0,45,21
13799,394.0,1894.0,154.0,68.0,343.0,324.0,23.0,0.0,25.0,884.0,202107282300,202107290000,1644.0,909.0,2465.0,4109.0,40,22
13800,386.0,1744.0,124.0,68.0,247.0,337.0,22.0,0.0,25.0,799.0,202107290000,202107290100,1476.0,824.0,2276.0,3752.0,39,22
13801,397.0,1774.0,174.0,68.0,232.0,320.0,23.0,0.0,25.0,727.0,202107290100,202107290200,1372.0,752.0,2368.0,3740.0,37,20
13802,397.0,1806.0,276.0,74.0,277.0,322.0,22.0,0.0,25.0,687.0,202107290200,202107290300,1385.0,712.0,2501.0,3886.0,36,18
13803,396.0,1958.0,262.0,320.0,305.0,378.0,21.0,0.0,25.0,679.0,202107290300,202107290400,1707.0,704.0,2637.0,4344.0,39,16
13804,398.0,1972.0,274.0,570.0,1016.0,704.0,22.0,0.0,25.0,649.0,202107290400,202107290500,2964.0,674.0,2666.0,5630.0,53,12
13805,405.0,1931.0,223.0,553.0,1128.0,681.0,21.0,3.0,25.0,578.0,202107290500,202107290600,2968.0,606.0,2580.0,5548.0,53,11
13806,399.0,2047.0,222.0,673.0,1043.0,717.0,22.0,78.0,25.0,522.0,202107290600,202107290700,3058.0,625.0,2690.0,5748.0,53,11
13807,394.0,2065.0,222.0,337.0,1396.0,460.0,22.0,284.0,25.0,429.0,202107290700,202107290800,2931.0,738.0,2703.0,5634.0,52,13
13808,375.0,2080.0,222.0,84.0,827.0,334.0,22.0,500.0,25.0,350.0,202107290800,202107290900,2120.0,875.0,2699.0,4819.0,44,18
13809,369.0,2038.0,221.0,74.0,816.0,280.0,22.0,654.0,17.0,323.0,202107290900,202107291000,2164.0,994.0,2650.0,4814.0,45,21
13810,378.0,2027.0,221.0,260.0,1093.0,328.0,23.0,771.0,20.0,336.0,202107291000,202107291100,2808.0,1127.0,2649.0,5457.0,51,21
13811,387.0,2048.0,175.0,68.0,708.0,324.0,24.0,824.0,25.0,433.0,202107291100,202107291200,2382.0,1282.0,2634.0,5016.0,47,26
13812,395.0,2010.0,100.0,68.0,213.0,291.0,23.0,833.0,25.0,625.0,202107291200,202107291300,2055.0,1483.0,2528.0,4583.0,45,32
13813,395.0,1878.0,100.0,68.0,156.0,259.0,23.0,822.0,25.0,868.0,202107291300,202107291400,2198.0,1715.0,2396.0,4594.0,48,37
13814,395.0,1761.0,100.0,68.0,132.0,299.0,23.0,778.0,17.0,1169.0,202107291400,202107291500,2463.0,1964.0,2279.0,4742.0,52,41
13815,394.0,1795.0,100.0,67.0,128.0,293.0,22.0,693.0,17.0,1440.0,202107291500,202107291600,2638.0,2150.0,2311.0,4949.0,53,43
13816,398.0,1776.0,101.0,67.0,145.0,235.0,23.0,562.0,16.0,1682.0,202107291600,202107291700,2707.0,2260.0,2298.0,5005.0,54,45
13817,394.0,1936.0,145.0,72.0,476.0,256.0,24.0,368.0,22.0,1769.0,202107291700,202107291800,2963.0,2159.0,2499.0,5462.0,54,40
13818,393.0,2027.0,222.0,906.0,961.0,504.0,23.0,134.0,22.0,1811.0,202107291800,202107291900,4338.0,1967.0,2665.0,7003.0,62,28
13819,382.0,2023.0,223.0,989.0,1273.0,548.0,22.0,13.0,21.0,1881.0,202107291900,202107292000,4725.0,1915.0,2650.0,7375.0,64,26
13820,377.0,2015.0,222.0,951.0,1328.0,587.0,23.0,0.0,21.0,1967.0,202107292000,202107292100,4854.0,1988.0,2637.0,7491.0,65,27
13821,388.0,2033.0,184.0,397.0,1125.0,345.0,23.0,0.0,13.0,1995.0,202107292100,202107292200,3875.0,2008.0,2628.0,6503.0,60,31
13822,385.0,1734.0,273.0,359.0,1228.0,328.0,24.0,0.0,9.0,2053.0,202107292200,202107292300,3977.0,2062.0,2416.0,6393.0,62,32
13823,390.0,1456.0,288.0,228.0,1230.0,331.0,23.0,0.0,11.0,2046.0,202107292300,202107300000,3846.0,2057.0,2157.0,6003.0,64,34
13824,385.0,1462.0,288.0,68.0,542.0,274.0,23.0,0.0,17.0,1974.0,202107300000,202107300100,2875.0,1991.0,2158.0,5033.0,57,40
13825,396.0,1438.0,286.0,68.0,429.0,237.0,23.0,0.0,14.0,1889.0,202107300100,202107300200,2637.0,1903.0,2143.0,4780.0,55,40
13826,395.0,1416.0,159.0,67.0,348.0,271.0,23.0,0.0,13.0,2007.0,202107300200,202107300300,2706.0,2020.0,1993.0,4699.0,58,43
13827,394.0,1371.0,133.0,67.0,153.0,200.0,23.0,0.0,8.0,2063.0,202107300300,202107300400,2491.0,2071.0,1921.0,4412.0,56,47
13828,388.0,1470.0,133.0,67.0,825.0,362.0,23.0,0.0,4.0,2044.0,202107300400,202107300500,3302.0,2048.0,2014.0,5316.0,62,39
13829,398.0,1479.0,135.0,168.0,1138.0,379.0,22.0,3.0,2.0,2049.0,202107300500,202107300600,3739.0,2054.0,2034.0,5773.0,65,36
13830,374.0,1622.0,267.0,360.0,1274.0,380.0,22.0,78.0,0.0,1993.0,202107300600,202107300700,4085.0,2071.0,2285.0,6370.0,64,33
13831,373.0,1639.0,284.0,129.0,1184.0,375.0,22.0,290.0,0.0,1811.0,202107300700,202107300800,3789.0,2101.0,2318.0,6107.0,62,34
13832,394.0,1628.0,186.0,67.0,1201.0,271.0,22.0,497.0,0.0,1507.0,202107300800,202107300900,3543.0,2004.0,2230.0,5773.0,61,35
13833,395.0,1623.0,186.0,67.0,1057.0,261.0,22.0,646.0,0.0,1181.0,202107300900,202107301000,3212.0,1827.0,2226.0,5438.0,59,34
13834,398.0,1625.0,186.0,67.0,899.0,251.0,22.0,762.0,0.0,1073.0,202107301000,202107301100,3052.0,1835.0,2231.0,5283.0,58,35
13835,398.0,1599.0,166.0,43.0,775.0,178.0,22.0,818.0,0.0,1190.0,202107301100,202107301200,3004.0,2008.0,2185.0,5189.0,58,39
13836,402.0,1628.0,41.0,0.0,860.0,168.0,22.0,831.0,1.0,1330.0,202107301200,202107301300,3190.0,2162.0,2093.0,5283.0,60,41
13837,404.0,1355.0,0.0,0.0,451.0,36.0,22.0,840.0,2.0,1482.0,202107301300,202107301400,2811.0,2324.0,1781.0,4592.0,61,51
13838,403.0,1318.0,0.0,0.0,361.0,35.0,22.0,811.0,4.0,1759.0,202107301400,202107301500,2970.0,2574.0,1743.0,4713.0,63,55
13839,403.0,1229.0,0.0,0.0,251.0,35.0,23.0,720.0,7.0,2080.0,202107301500,202107301600,3093.0,2807.0,1655.0,4748.0,65,59
13840,408.0,1168.0,0.0,0.0,105.0,35.0,23.0,578.0,8.0,2352.0,202107301600,202107301700,3078.0,2938.0,1599.0,4677.0,66,63
13841,405.0,1272.0,0.0,0.0,127.0,35.0,22.0,377.0,18.0,2656.0,202107301700,202107301800,3213.0,3051.0,1699.0,4912.0,65,62
13842,408.0,1420.0,0.0,3.0,308.0,38.0,20.0,136.0,17.0,2739.0,202107301800,202107301900,3241.0,2892.0,1848.0,5089.0,64,57
13843,407.0,1413.0,0.0,34.0,847.0,379.0,20.0,12.0,17.0,2643.0,202107301900,202107302000,3932.0,2672.0,1840.0,5772.0,68,46
13844,409.0,1407.0,0.0,179.0,894.0,370.0,21.0,0.0,18.0,2544.0,202107302000,202107302100,4005.0,2562.0,1837.0,5842.0,69,44
13845,395.0,1179.0,0.0,1.0,452.0,88.0,20.0,0.0,17.0,2555.0,202107302100,202107302200,3113.0,2572.0,1594.0,4707.0,66,55
13846,403.0,646.0,0.0,0.0,841.0,74.0,21.0,0.0,17.0,2601.0,202107302200,202107302300,3533.0,2618.0,1070.0,4603.0,77,57
13847,409.0,300.0,0.0,0.0,815.0,32.0,20.0,0.0,18.0,2545.0,202107302300,202107310000,3410.0,2563.0,729.0,4139.0,82,62
13848,411.0,293.0,0.0,0.0,699.0,35.0,20.0,0.0,21.0,2586.0,202107310000,202107310100,3341.0,2607.0,724.0,4065.0,82,64
13849,408.0,293.0,0.0,0.0,726.0,34.0,19.0,0.0,25.0,2531.0,202107310100,202107310200,3316.0,2556.0,720.0,4036.0,82,63
13850,408.0,288.0,0.0,0.0,563.0,1.0,19.0,0.0,25.0,2519.0,202107310200,202107310300,3108.0,2544.0,715.0,3823.0,81,67
13851,405.0,287.0,0.0,0.0,385.0,0.0,18.0,0.0,25.0,2546.0,202107310300,202107310400,2956.0,2571.0,710.0,3666.0,81,70
13852,408.0,287.0,0.0,0.0,408.0,1.0,20.0,0.0,25.0,2676.0,202107310400,202107310500,3110.0,2701.0,715.0,3825.0,81,71
13853,412.0,288.0,0.0,0.0,382.0,11.0,20.0,2.0,22.0,2882.0,202107310500,202107310600,3299.0,2906.0,720.0,4019.0,82,72
13854,415.0,290.0,0.0,0.0,305.0,34.0,20.0,75.0,23.0,3016.0,202107310600,202107310700,3453.0,3114.0,725.0,4178.0,83,75
13855,404.0,303.0,0.0,0.0,305.0,21.0,20.0,285.0,17.0,3009.0,202107310700,202107310800,3637.0,3311.0,727.0,4364.0,83,76
13856,403.0,403.0,0.0,0.0,126.0,10.0,21.0,499.0,10.0,3133.0,202107310800,202107310900,3778.0,3642.0,827.0,4605.0,82,79
13857,404.0,411.0,0.0,0.0,117.0,5.0,20.0,665.0,9.0,3213.0,202107310900,202107311000,4009.0,3887.0,835.0,4844.0,83,80
13858,403.0,407.0,0.0,0.0,140.0,0.0,20.0,792.0,13.0,3188.0,202107311000,202107311100,4133.0,3993.0,830.0,4963.0,83,80
13859,407.0,407.0,0.0,0.0,139.0,0.0,20.0,846.0,17.0,2972.0,202107311100,202107311200,3974.0,3835.0,834.0,4808.0,83,80
13860,389.0,398.0,0.0,0.0,130.0,0.0,20.0,857.0,12.0,2732.0,202107311200,202107311300,3731.0,3601.0,807.0,4538.0,82,79
13861,409.0,287.0,0.0,0.0,104.0,0.0,19.0,862.0,21.0,2748.0,202107311300,202107311400,3735.0,3631.0,715.0,4450.0,84,82
13862,411.0,282.0,0.0,0.0,113.0,0.0,20.0,817.0,23.0,2889.0,202107311400,202107311500,3842.0,3729.0,713.0,4555.0,84,82
13863,409.0,282.0,0.0,0.0,103.0,0.0,20.0,706.0,22.0,3056.0,202107311500,202107311600,3887.0,3784.0,711.0,4598.0,85,82
13864,408.0,279.0,0.0,0.0,114.0,1.0,20.0,548.0,16.0,3126.0,202107311600,202107311700,3805.0,3690.0,707.0,4512.0,84,82
13865,408.0,280.0,0.0,36.0,146.0,1.0,20.0,349.0,20.0,3237.0,202107311700,202107311800,3789.0,3606.0,708.0,4497.0,84,80
13866,412.0,287.0,0.0,163.0,152.0,92.0,20.0,129.0,13.0,3136.0,202107311800,202107311900,3685.0,3278.0,719.0,4404.0,84,74
13867,417.0,343.0,0.0,632.0,210.0,85.0,20.0,13.0,4.0,2755.0,202107311900,202107312000,3699.0,2772.0,780.0,4479.0,83,62
13868,413.0,344.0,0.0,671.0,189.0,64.0,20.0,0.0,2.0,2608.0,202107312000,202107312100,3534.0,2610.0,777.0,4311.0,82,61
13869,410.0,269.0,0.0,284.0,126.0,41.0,20.0,0.0,1.0,2503.0,202107312100,202107312200,2955.0,2504.0,699.0,3654.0,81,69
13870,412.0,262.0,0.0,115.0,147.0,31.0,20.0,0.0,0.0,2275.0,202107312200,202107312300,2568.0,2275.0,694.0,3262.0,79,70
13871,408.0,264.0,0.0,71.0,134.0,0.0,21.0,0.0,0.0,2100.0,202107312300,202108010000,2305.0,2100.0,693.0,2998.0,77,70
13872,416.0,266.0,0.0,44.0,148.0,0.0,20.0,0.0,0.0,1848.0,202108010000,202108010100,2040.0,1848.0,702.0,2742.0,74,67
13873,414.0,267.0,0.0,0.0,152.0,0.0,20.0,0.0,0.0,1911.0,202108010100,202108010200,2063.0,1911.0,701.0,2764.0,75,69
13874,413.0,268.0,0.0,0.0,199.0,0.0,18.0,0.0,0.0,1902.0,202108010200,202108010300,2101.0,1902.0,699.0,2800.0,75,68
13875,408.0,269.0,0.0,0.0,120.0,0.0,18.0,0.0,0.0,1779.0,202108010300,202108010400,1899.0,1779.0,695.0,2594.0,73,69
13876,408.0,273.0,0.0,0.0,257.0,0.0,19.0,0.0,0.0,1710.0,202108010400,202108010500,1967.0,1710.0,700.0,2667.0,74,64
13877,411.0,273.0,0.0,0.0,296.0,12.0,19.0,2.0,0.0,1518.0,202108010500,202108010600,1828.0,1520.0,703.0,2531.0,72,60
13878,414.0,277.0,0.0,0.0,399.0,35.0,20.0,76.0,2.0,1235.0,202108010600,202108010700,1747.0,1313.0,711.0,2458.0,71,53
13879,415.0,275.0,0.0,0.0,573.0,8.0,20.0,287.0,3.0,888.0,202108010700,202108010800,1759.0,1178.0,710.0,2469.0,71,48
13880,414.0,272.0,0.0,0.0,679.0,8.0,20.0,499.0,6.0,589.0,202108010800,202108010900,1781.0,1094.0,706.0,2487.0,72,44
13881,411.0,273.0,0.0,0.0,348.0,5.0,19.0,633.0,8.0,491.0,202108010900,202108011000,1485.0,1132.0,703.0,2188.0,68,52
13882,409.0,272.0,0.0,71.0,483.0,58.0,20.0,725.0,11.0,535.0,202108011000,202108011100,1883.0,1271.0,701.0,2584.0,73,49
13883,404.0,272.0,0.0,97.0,471.0,1.0,19.0,759.0,10.0,558.0,202108011100,202108011200,1896.0,1327.0,695.0,2591.0,73,51
13884,405.0,271.0,0.0,19.0,364.0,4.0,19.0,767.0,14.0,701.0,202108011200,202108011300,1869.0,1482.0,695.0,2564.0,73,58
13885,405.0,271.0,0.0,0.0,114.0,0.0,20.0,749.0,14.0,925.0,202108011300,202108011400,1802.0,1688.0,696.0,2498.0,72,68
13886,410.0,271.0,0.0,70.0,105.0,0.0,20.0,723.0,19.0,1105.0,202108011400,202108011500,2022.0,1847.0,701.0,2723.0,74,68
13887,409.0,327.0,0.0,51.0,97.0,0.0,20.0,651.0,24.0,1244.0,202108011500,202108011600,2067.0,1919.0,756.0,2823.0,73,68
13888,409.0,473.0,0.0,61.0,210.0,15.0,20.0,500.0,25.0,1205.0,202108011600,202108011700,2016.0,1730.0,902.0,2918.0,69,59
13889,414.0,747.0,0.0,313.0,234.0,86.0,20.0,299.0,20.0,1172.0,202108011700,202108011800,2124.0,1491.0,1181.0,3305.0,64,45
13890,413.0,889.0,0.0,737.0,278.0,208.0,20.0,110.0,14.0,1120.0,202108011800,202108011900,2467.0,1244.0,1322.0,3789.0,65,33
13891,413.0,1097.0,0.0,1514.0,590.0,738.0,20.0,11.0,6.0,887.0,202108011900,202108012000,3746.0,904.0,1530.0,5276.0,71,17
13892,413.0,1292.0,0.0,1499.0,780.0,947.0,20.0,0.0,1.0,709.0,202108012000,202108012100,3936.0,710.0,1725.0,5661.0,70,13
13893,413.0,1310.0,0.0,1249.0,751.0,515.0,20.0,0.0,2.0,504.0,202108012100,202108012200,3021.0,506.0,1743.0,4764.0,63,11
13894,413.0,1285.0,0.0,639.0,793.0,118.0,20.0,0.0,1.0,393.0,202108012200,202108012300,1944.0,394.0,1718.0,3662.0,53,11
13895,406.0,1257.0,0.0,8.0,584.0,115.0,20.0,0.0,0.0,390.0,202108012300,202108020000,1097.0,390.0,1683.0,2780.0,39,14
13896,411.0,1255.0,0.0,0.0,485.0,115.0,20.0,0.0,0.0,383.0,202108020000,202108020100,983.0,383.0,1686.0,2669.0,37,14
13897,404.0,1303.0,0.0,0.0,422.0,115.0,19.0,0.0,1.0,323.0,202108020100,202108020200,861.0,324.0,1726.0,2587.0,33,13
13898,397.0,1222.0,0.0,0.0,260.0,115.0,19.0,0.0,4.0,271.0,202108020200,202108020300,650.0,275.0,1638.0,2288.0,28,12
13899,395.0,1271.0,0.0,50.0,455.0,187.0,19.0,0.0,4.0,282.0,202108020300,202108020400,978.0,286.0,1685.0,2663.0,37,11
13900,398.0,1420.0,0.0,370.0,730.0,237.0,19.0,0.0,5.0,282.0,202108020400,202108020500,1624.0,287.0,1837.0,3461.0,47,8
13901,401.0,1684.0,0.0,594.0,820.0,269.0,18.0,1.0,7.0,360.0,202108020500,202108020600,2051.0,368.0,2103.0,4154.0,49,9
13902,393.0,2099.0,0.0,684.0,1134.0,395.0,18.0,34.0,14.0,318.0,202108020600,202108020700,2579.0,366.0,2510.0,5089.0,51,7
13903,376.0,2242.0,0.0,576.0,1055.0,292.0,18.0,125.0,18.0,241.0,202108020700,202108020800,2307.0,384.0,2636.0,4943.0,47,8
13904,396.0,2355.0,0.0,508.0,964.0,230.0,20.0,257.0,13.0,190.0,202108020800,202108020900,2162.0,460.0,2771.0,4933.0,44,9
13905,398.0,2428.0,0.0,287.0,910.0,186.0,22.0,378.0,6.0,142.0,202108020900,202108021000,1909.0,526.0,2848.0,4757.0,40,11
13906,392.0,2377.0,0.0,551.0,917.0,181.0,19.0,517.0,13.0,113.0,202108021000,202108021100,2292.0,643.0,2788.0,5080.0,45,13
13907,389.0,2247.0,0.0,465.0,911.0,176.0,16.0,583.0,18.0,109.0,202108021100,202108021200,2262.0,710.0,2652.0,4914.0,46,14
13908,388.0,2280.0,0.0,164.0,813.0,87.0,15.0,691.0,17.0,138.0,202108021200,202108021300,1910.0,846.0,2683.0,4593.0,42,18
13909,388.0,2009.0,0.0,166.0,647.0,86.0,14.0,704.0,17.0,277.0,202108021300,202108021400,1897.0,998.0,2411.0,4308.0,44,23
13910,388.0,1980.0,0.0,164.0,563.0,88.0,15.0,663.0,18.0,436.0,202108021400,202108021500,1932.0,1117.0,2383.0,4315.0,45,26
13911,389.0,2036.0,0.0,141.0,260.0,203.0,15.0,626.0,20.0,641.0,202108021500,202108021600,1891.0,1287.0,2440.0,4331.0,44,30
13912,387.0,1997.0,0.0,30.0,143.0,187.0,15.0,513.0,25.0,1022.0,202108021600,202108021700,1920.0,1560.0,2399.0,4319.0,44,36
13913,387.0,2116.0,0.0,64.0,570.0,320.0,15.0,355.0,18.0,1289.0,202108021700,202108021800,2616.0,1662.0,2518.0,5134.0,51,32
13914,388.0,2094.0,0.0,427.0,700.0,476.0,15.0,126.0,17.0,1383.0,202108021800,202108021900,3129.0,1526.0,2497.0,5626.0,56,27
13915,388.0,2309.0,0.0,980.0,695.0,603.0,15.0,10.0,17.0,1294.0,202108021900,202108022000,3599.0,1321.0,2712.0,6311.0,57,21
13916,390.0,2235.0,0.0,1035.0,699.0,593.0,15.0,0.0,17.0,1206.0,202108022000,202108022100,3550.0,1223.0,2640.0,6190.0,57,20
13917,392.0,1928.0,0.0,287.0,530.0,127.0,15.0,0.0,17.0,1137.0,202108022100,202108022200,2098.0,1154.0,2335.0,4433.0,47,26
13918,389.0,2056.0,0.0,421.0,652.0,115.0,15.0,0.0,17.0,991.0,202108022200,202108022300,2196.0,1008.0,2460.0,4656.0,47,22
13919,391.0,1864.0,0.0,125.0,274.0,115.0,16.0,0.0,17.0,889.0,202108022300,202108030000,1420.0,906.0,2271.0,3691.0,38,25
13920,391.0,1707.0,0.0,66.0,88.0,116.0,16.0,0.0,17.0,738.0,202108030000,202108030100,1025.0,755.0,2114.0,3139.0,33,24
13921,387.0,1794.0,0.0,66.0,97.0,184.0,14.0,0.0,17.0,550.0,202108030100,202108030200,914.0,567.0,2195.0,3109.0,29,18
13922,374.0,1866.0,0.0,75.0,140.0,353.0,15.0,0.0,17.0,558.0,202108030200,202108030300,1143.0,575.0,2255.0,3398.0,34,17
13923,384.0,2064.0,47.0,437.0,136.0,438.0,15.0,0.0,17.0,573.0,202108030300,202108030400,1601.0,590.0,2510.0,4111.0,39,14
13924,383.0,2248.0,119.0,954.0,125.0,560.0,15.0,0.0,16.0,592.0,202108030400,202108030500,2247.0,608.0,2765.0,5012.0,45,12
13925,387.0,2242.0,181.0,1246.0,455.0,705.0,15.0,2.0,8.0,607.0,202108030500,202108030600,3023.0,617.0,2825.0,5848.0,52,11
13926,391.0,2441.0,232.0,1320.0,602.0,704.0,14.0,71.0,7.0,544.0,202108030600,202108030700,3248.0,622.0,3078.0,6326.0,51,10
13927,385.0,2431.0,222.0,849.0,708.0,216.0,15.0,284.0,10.0,422.0,202108030700,202108030800,2489.0,716.0,3053.0,5542.0,45,13
13928,380.0,2441.0,220.0,864.0,652.0,95.0,14.0,507.0,9.0,343.0,202108030800,202108030900,2470.0,859.0,3055.0,5525.0,45,16
13929,383.0,2436.0,220.0,613.0,575.0,90.0,16.0,670.0,5.0,368.0,202108030900,202108031000,2321.0,1043.0,3055.0,5376.0,43,19
13930,378.0,2437.0,221.0,596.0,581.0,86.0,14.0,778.0,5.0,433.0,202108031000,202108031100,2479.0,1216.0,3050.0,5529.0,45,22
13931,378.0,2441.0,220.0,288.0,508.0,83.0,15.0,833.0,3.0,471.0,202108031100,202108031200,2186.0,1307.0,3054.0,5240.0,42,25
13932,381.0,2418.0,197.0,224.0,261.0,29.0,15.0,843.0,4.0,636.0,202108031200,202108031300,1997.0,1483.0,3011.0,5008.0,40,30
13933,382.0,2231.0,166.0,1.0,178.0,36.0,16.0,825.0,2.0,857.0,202108031300,202108031400,1899.0,1684.0,2795.0,4694.0,40,36
13934,383.0,2061.0,204.0,0.0,159.0,35.0,16.0,783.0,1.0,1115.0,202108031400,202108031500,2093.0,1899.0,2664.0,4757.0,44,40
13935,383.0,2060.0,220.0,19.0,173.0,58.0,16.0,673.0,2.0,1344.0,202108031500,202108031600,2269.0,2019.0,2679.0,4948.0,46,41
13936,379.0,2257.0,221.0,59.0,449.0,128.0,18.0,477.0,1.0,1488.0,202108031600,202108031700,2602.0,1966.0,2875.0,5477.0,48,36
13937,389.0,2501.0,281.0,1055.0,650.0,503.0,19.0,265.0,2.0,1775.0,202108031700,202108031800,4250.0,2042.0,3190.0,7440.0,57,27
13938,392.0,2445.0,286.0,1086.0,713.0,515.0,19.0,94.0,1.0,2022.0,202108031800,202108031900,4431.0,2117.0,3142.0,7573.0,59,28
13939,395.0,2476.0,287.0,987.0,652.0,341.0,19.0,8.0,0.0,2313.0,202108031900,202108032000,4301.0,2321.0,3177.0,7478.0,58,31
13940,395.0,2462.0,223.0,933.0,574.0,268.0,19.0,0.0,1.0,2535.0,202108032000,202108032100,4311.0,2536.0,3099.0,7410.0,58,34
13941,397.0,2021.0,182.0,89.0,319.0,117.0,21.0,0.0,2.0,2537.0,202108032100,202108032200,3064.0,2539.0,2621.0,5685.0,54,45
13942,395.0,2119.0,151.0,232.0,353.0,64.0,21.0,0.0,3.0,2505.0,202108032200,202108032300,3157.0,2508.0,2686.0,5843.0,54,43
