,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Offshore,Wind Onshore,startTime,endTime,renewableTotal,renewableTotalWS,nonRenewableTotal,total,percentRenewable,percentRenewableWS
7153,383.0,384.0,0.0,0.0,114.0,11.0,17.0,0.0,25.0,3898.0,202010250100,202010250200,4048.0,3923.0,784.0,4832.0,84,81
7154,381.0,381.0,0.0,0.0,118.0,11.0,17.0,0.0,25.0,3940.0,202010250200,202010250300,4094.0,3965.0,779.0,4873.0,84,81
7155,384.0,382.0,0.0,0.0,127.0,11.0,17.0,0.0,14.0,4014.0,202010250300,202010250400,4166.0,4028.0,783.0,4949.0,84,81
7156,380.0,380.0,0.0,0.0,154.0,11.0,16.0,0.0,23.0,4101.0,202010250400,202010250500,4289.0,4124.0,776.0,5065.0,85,81
7157,381.0,379.0,0.0,0.0,165.0,11.0,16.0,0.0,19.0,4066.0,202010250500,202010250600,4261.0,4085.0,776.0,5037.0,85,81
7158,378.0,379.0,0.0,0.0,171.0,48.0,17.0,0.0,19.0,3866.0,202010250600,202010250700,4104.0,3885.0,774.0,4878.0,84,80
7159,374.0,381.0,0.0,0.0,182.0,58.0,16.0,25.0,9.0,3770.0,202010250700,202010250800,4044.0,3804.0,771.0,4815.0,84,79
7160,367.0,379.0,0.0,0.0,169.0,82.0,11.0,125.0,6.0,3811.0,202010250800,202010250900,4193.0,3942.0,757.0,4950.0,85,80
7161,363.0,379.0,0.0,0.0,239.0,85.0,10.0,214.0,2.0,3704.0,202010250900,202010251000,4244.0,3920.0,752.0,4996.0,85,78
7162,361.0,383.0,0.0,0.0,284.0,275.0,10.0,202.0,2.0,3666.0,202010251000,202010251100,4429.0,3870.0,754.0,5183.0,85,75
7163,362.0,383.0,0.0,0.0,443.0,246.0,11.0,198.0,7.0,3802.0,202010251100,202010251200,4696.0,4007.0,756.0,5452.0,86,73
7164,359.0,384.0,0.0,0.0,484.0,239.0,11.0,186.0,8.0,3756.0,202010251200,202010251300,4673.0,3950.0,754.0,5427.0,86,73
7165,363.0,382.0,0.0,0.0,321.0,249.0,10.0,179.0,12.0,3722.0,202010251300,202010251400,4483.0,3913.0,755.0,5238.0,86,75
7166,355.0,381.0,0.0,0.0,290.0,248.0,10.0,120.0,5.0,3890.0,202010251400,202010251500,4553.0,4015.0,746.0,5299.0,86,76
7167,362.0,381.0,0.0,1.0,300.0,248.0,10.0,100.0,4.0,3839.0,202010251500,202010251600,4492.0,3943.0,753.0,5245.0,86,75
7168,347.0,383.0,0.0,333.0,476.0,248.0,10.0,49.0,6.0,3432.0,202010251600,202010251700,4544.0,3487.0,740.0,5284.0,86,66
7169,355.0,389.0,0.0,749.0,842.0,250.0,11.0,4.0,5.0,2932.0,202010251700,202010251800,4782.0,2941.0,755.0,5537.0,86,53
7170,358.0,401.0,0.0,1393.0,1159.0,407.0,11.0,0.0,4.0,2610.0,202010251800,202010251900,5573.0,2614.0,770.0,6343.0,88,41
7171,353.0,418.0,0.0,1515.0,1214.0,660.0,11.0,0.0,13.0,2466.0,202010251900,202010252000,5868.0,2479.0,782.0,6650.0,88,37
7172,343.0,417.0,0.0,1483.0,1090.0,628.0,8.0,0.0,13.0,2527.0,202010252000,202010252100,5741.0,2540.0,768.0,6509.0,88,39
7173,337.0,449.0,0.0,765.0,935.0,327.0,8.0,0.0,5.0,2765.0,202010252100,202010252200,4797.0,2770.0,794.0,5591.0,86,50
7174,329.0,456.0,0.0,271.0,691.0,192.0,7.0,0.0,5.0,2789.0,202010252200,202010252300,3948.0,2794.0,792.0,4740.0,83,59
7175,329.0,456.0,0.0,271.0,691.0,192.0,7.0,0.0,5.0,2789.0,202010252300,202010260000,3948.0,2794.0,792.0,4740.0,83,59
7176,326.0,465.0,0.0,77.0,462.0,221.0,7.0,0.0,5.0,2918.0,202010260000,202010260100,3683.0,2923.0,798.0,4481.0,82,65
7177,330.0,467.0,0.0,70.0,469.0,232.0,7.0,0.0,7.0,2685.0,202010260100,202010260200,3463.0,2692.0,804.0,4267.0,81,63
7178,329.0,468.0,0.0,0.0,386.0,243.0,7.0,0.0,2.0,2616.0,202010260200,202010260300,3247.0,2618.0,804.0,4051.0,80,65
7179,334.0,469.0,0.0,0.0,330.0,246.0,7.0,0.0,0.0,2425.0,202010260300,202010260400,3001.0,2425.0,810.0,3811.0,79,64
7180,334.0,534.0,0.0,0.0,282.0,242.0,6.0,0.0,0.0,2263.0,202010260400,202010260500,2787.0,2263.0,874.0,3661.0,76,62
7181,330.0,648.0,12.0,227.0,588.0,308.0,6.0,0.0,0.0,2087.0,202010260500,202010260600,3210.0,2087.0,996.0,4206.0,76,50
7182,322.0,801.0,29.0,1195.0,864.0,915.0,7.0,0.0,0.0,1785.0,202010260600,202010260700,4759.0,1785.0,1159.0,5918.0,80,30
7183,322.0,985.0,71.0,1251.0,988.0,983.0,7.0,70.0,0.0,1488.0,202010260700,202010260800,4780.0,1558.0,1385.0,6165.0,78,25
7184,321.0,1121.0,151.0,966.0,1042.0,985.0,6.0,233.0,2.0,1194.0,202010260800,202010260900,4422.0,1429.0,1599.0,6021.0,73,24
7185,322.0,1191.0,157.0,218.0,1105.0,758.0,7.0,427.0,2.0,1036.0,202010260900,202010261000,3546.0,1465.0,1677.0,5223.0,68,28
7186,324.0,1185.0,49.0,142.0,1170.0,309.0,7.0,524.0,2.0,954.0,202010261000,202010261100,3101.0,1480.0,1565.0,4666.0,66,32
7187,326.0,1074.0,100.0,129.0,953.0,271.0,6.0,518.0,2.0,962.0,202010261100,202010261200,2835.0,1482.0,1506.0,4341.0,65,34
7188,333.0,1172.0,145.0,81.0,770.0,268.0,7.0,499.0,1.0,1046.0,202010261200,202010261300,2665.0,1546.0,1657.0,4322.0,62,36
7189,334.0,1113.0,224.0,57.0,658.0,268.0,9.0,503.0,0.0,1112.0,202010261300,202010261400,2598.0,1615.0,1680.0,4278.0,61,38
7190,329.0,1170.0,250.0,57.0,536.0,221.0,8.0,466.0,0.0,1288.0,202010261400,202010261500,2568.0,1754.0,1757.0,4325.0,59,41
7191,328.0,1353.0,269.0,310.0,432.0,396.0,8.0,336.0,4.0,1347.0,202010261500,202010261600,2825.0,1687.0,1958.0,4783.0,59,35
7192,332.0,1463.0,315.0,574.0,638.0,643.0,9.0,156.0,3.0,1184.0,202010261600,202010261700,3198.0,1343.0,2119.0,5317.0,60,25
7193,332.0,1743.0,471.0,1494.0,1606.0,1067.0,9.0,13.0,1.0,1232.0,202010261700,202010261800,5413.0,1246.0,2555.0,7968.0,68,16
7194,328.0,1637.0,545.0,1775.0,1702.0,1154.0,9.0,0.0,1.0,1199.0,202010261800,202010261900,5831.0,1200.0,2519.0,8350.0,70,14
7195,334.0,1306.0,544.0,1742.0,1767.0,1061.0,9.0,0.0,1.0,1177.0,202010261900,202010262000,5748.0,1178.0,2193.0,7941.0,72,15
7196,334.0,1301.0,545.0,1043.0,1620.0,967.0,9.0,0.0,2.0,1155.0,202010262000,202010262100,4787.0,1157.0,2189.0,6976.0,69,17
7197,333.0,1291.0,545.0,702.0,1347.0,639.0,8.0,0.0,1.0,1090.0,202010262100,202010262200,3779.0,1091.0,2177.0,5956.0,63,18
7198,329.0,1182.0,500.0,390.0,797.0,308.0,9.0,0.0,3.0,1131.0,202010262200,202010262300,2629.0,1134.0,2020.0,4649.0,57,24
7199,330.0,1177.0,545.0,94.0,510.0,250.0,9.0,0.0,6.0,1207.0,202010262300,202010270000,2067.0,1213.0,2061.0,4128.0,50,29
7200,329.0,795.0,545.0,0.0,602.0,240.0,8.0,0.0,7.0,1375.0,202010270000,202010270100,2224.0,1382.0,1677.0,3901.0,57,35
7201,327.0,727.0,500.0,0.0,543.0,248.0,8.0,0.0,5.0,1522.0,202010270100,202010270200,2318.0,1527.0,1562.0,3880.0,60,39
7202,329.0,804.0,360.0,47.0,494.0,215.0,8.0,0.0,8.0,1644.0,202010270200,202010270300,2408.0,1652.0,1501.0,3909.0,62,42
7203,328.0,876.0,320.0,55.0,476.0,215.0,9.0,0.0,6.0,1843.0,202010270300,202010270400,2595.0,1849.0,1533.0,4128.0,63,45
7204,327.0,1002.0,400.0,197.0,396.0,224.0,9.0,0.0,12.0,1854.0,202010270400,202010270500,2683.0,1866.0,1738.0,4421.0,61,42
7205,336.0,1564.0,500.0,488.0,397.0,532.0,9.0,0.0,14.0,1901.0,202010270500,202010270600,3332.0,1915.0,2409.0,5741.0,58,33
7206,331.0,2478.0,590.0,505.0,397.0,954.0,9.0,0.0,14.0,2002.0,202010270600,202010270700,3872.0,2016.0,3408.0,7280.0,53,28
7207,333.0,2941.0,590.0,531.0,544.0,1045.0,9.0,49.0,16.0,1993.0,202010270700,202010270800,4178.0,2058.0,3873.0,8051.0,52,26
7208,322.0,2882.0,590.0,371.0,784.0,812.0,9.0,181.0,22.0,1905.0,202010270800,202010270900,4075.0,2108.0,3803.0,7878.0,52,27
7209,315.0,2821.0,590.0,493.0,816.0,733.0,7.0,337.0,20.0,1905.0,202010270900,202010271000,4304.0,2262.0,3733.0,8037.0,54,28
7210,321.0,2714.0,590.0,368.0,812.0,647.0,7.0,450.0,19.0,2085.0,202010271000,202010271100,4381.0,2554.0,3632.0,8013.0,55,32
7211,343.0,2916.0,590.0,126.0,528.0,207.0,11.0,448.0,24.0,2034.0,202010271100,202010271200,3367.0,2506.0,3860.0,7227.0,47,35
7212,348.0,2850.0,590.0,419.0,530.0,206.0,13.0,367.0,25.0,2082.0,202010271200,202010271300,3629.0,2474.0,3801.0,7430.0,49,33
7213,344.0,2726.0,590.0,445.0,457.0,206.0,12.0,306.0,25.0,2119.0,202010271300,202010271400,3558.0,2450.0,3672.0,7230.0,49,34
7214,340.0,3001.0,590.0,528.0,386.0,206.0,12.0,247.0,25.0,2104.0,202010271400,202010271500,3496.0,2376.0,3943.0,7439.0,47,32
7215,344.0,2833.0,590.0,393.0,464.0,484.0,13.0,160.0,25.0,2180.0,202010271500,202010271600,3706.0,2365.0,3780.0,7486.0,50,32
7216,335.0,2948.0,586.0,550.0,538.0,856.0,12.0,63.0,25.0,2203.0,202010271600,202010271700,4235.0,2291.0,3881.0,8116.0,52,28
7217,329.0,2893.0,587.0,1045.0,731.0,1051.0,12.0,7.0,25.0,2176.0,202010271700,202010271800,5035.0,2208.0,3821.0,8856.0,57,25
7218,336.0,2941.0,590.0,1110.0,1016.0,1014.0,13.0,0.0,15.0,2188.0,202010271800,202010271900,5343.0,2203.0,3880.0,9223.0,58,24
7219,339.0,2943.0,590.0,1258.0,1170.0,1039.0,12.0,0.0,2.0,2049.0,202010271900,202010272000,5518.0,2051.0,3884.0,9402.0,59,22
7220,338.0,2813.0,590.0,628.0,1193.0,857.0,12.0,0.0,0.0,2014.0,202010272000,202010272100,4692.0,2014.0,3753.0,8445.0,56,24
7221,334.0,2863.0,590.0,423.0,990.0,314.0,12.0,0.0,0.0,1979.0,202010272100,202010272200,3706.0,1979.0,3799.0,7505.0,49,26
7222,335.0,2467.0,590.0,64.0,750.0,243.0,12.0,0.0,0.0,2006.0,202010272200,202010272300,3063.0,2006.0,3404.0,6467.0,47,31
7223,337.0,1916.0,590.0,2.0,287.0,177.0,12.0,0.0,0.0,2013.0,202010272300,202010280000,2479.0,2013.0,2855.0,5334.0,46,38
7224,341.0,1548.0,590.0,0.0,128.0,176.0,12.0,0.0,0.0,1905.0,202010280000,202010280100,2209.0,1905.0,2491.0,4700.0,47,41
7225,338.0,1653.0,590.0,0.0,129.0,176.0,12.0,0.0,1.0,1613.0,202010280100,202010280200,1919.0,1614.0,2593.0,4512.0,43,36
7226,338.0,1743.0,590.0,0.0,133.0,176.0,12.0,0.0,0.0,1302.0,202010280200,202010280300,1611.0,1302.0,2683.0,4294.0,38,30
7227,340.0,1749.0,590.0,0.0,135.0,177.0,12.0,0.0,0.0,1140.0,202010280300,202010280400,1452.0,1140.0,2691.0,4143.0,35,28
7228,338.0,1937.0,590.0,0.0,142.0,204.0,12.0,0.0,0.0,989.0,202010280400,202010280500,1335.0,989.0,2877.0,4212.0,32,23
7229,344.0,2596.0,610.0,121.0,173.0,242.0,13.0,0.0,0.0,707.0,202010280500,202010280600,1243.0,707.0,3563.0,4806.0,26,15
7230,343.0,3223.0,660.0,206.0,680.0,318.0,13.0,0.0,0.0,590.0,202010280600,202010280700,1794.0,590.0,4239.0,6033.0,30,10
7231,344.0,3479.0,740.0,527.0,954.0,574.0,13.0,34.0,0.0,613.0,202010280700,202010280800,2702.0,647.0,4576.0,7278.0,37,9
7232,345.0,3470.0,829.0,566.0,1139.0,657.0,13.0,106.0,0.0,631.0,202010280800,202010280900,3099.0,737.0,4657.0,7756.0,40,10
7233,350.0,3494.0,885.0,232.0,1147.0,574.0,13.0,190.0,0.0,584.0,202010280900,202010281000,2727.0,774.0,4742.0,7469.0,37,10
7234,349.0,3380.0,885.0,1.0,1120.0,287.0,12.0,250.0,0.0,484.0,202010281000,202010281100,2142.0,734.0,4626.0,6768.0,32,11
7235,353.0,3674.0,885.0,0.0,1128.0,246.0,13.0,359.0,0.0,270.0,202010281100,202010281200,2003.0,629.0,4925.0,6928.0,29,9
7236,364.0,3564.0,885.0,145.0,1004.0,230.0,13.0,358.0,0.0,237.0,202010281200,202010281300,1974.0,595.0,4826.0,6800.0,29,9
7237,363.0,3656.0,885.0,0.0,708.0,228.0,13.0,337.0,0.0,326.0,202010281300,202010281400,1599.0,663.0,4917.0,6516.0,25,10
7238,356.0,3646.0,885.0,95.0,963.0,211.0,13.0,285.0,0.0,352.0,202010281400,202010281500,1906.0,637.0,4900.0,6806.0,28,9
7239,355.0,3584.0,883.0,91.0,992.0,437.0,13.0,187.0,0.0,296.0,202010281500,202010281600,2003.0,483.0,4835.0,6838.0,29,7
7240,364.0,3663.0,864.0,574.0,1373.0,659.0,13.0,96.0,0.0,240.0,202010281600,202010281700,2942.0,336.0,4904.0,7846.0,37,4
7241,364.0,3732.0,879.0,936.0,1671.0,973.0,12.0,8.0,0.0,208.0,202010281700,202010281800,3796.0,216.0,4987.0,8783.0,43,2
7242,364.0,3550.0,884.0,1147.0,1797.0,991.0,12.0,0.0,0.0,142.0,202010281800,202010281900,4077.0,142.0,4810.0,8887.0,46,2
7243,367.0,3640.0,885.0,1528.0,1944.0,1025.0,13.0,0.0,0.0,120.0,202010281900,202010282000,4617.0,120.0,4905.0,9522.0,48,1
7244,363.0,3531.0,885.0,975.0,1981.0,964.0,13.0,0.0,0.0,110.0,202010282000,202010282100,4030.0,110.0,4792.0,8822.0,46,1
7245,371.0,3504.0,885.0,347.0,1522.0,569.0,13.0,0.0,0.0,109.0,202010282100,202010282200,2547.0,109.0,4773.0,7320.0,35,1
7246,370.0,3539.0,885.0,294.0,1181.0,351.0,13.0,0.0,0.0,77.0,202010282200,202010282300,1903.0,77.0,4807.0,6710.0,28,1
7247,358.0,3218.0,885.0,4.0,1010.0,199.0,13.0,0.0,0.0,81.0,202010282300,202010290000,1294.0,81.0,4474.0,5768.0,22,1
7248,330.0,2839.0,885.0,0.0,684.0,195.0,13.0,0.0,0.0,97.0,202010290000,202010290100,976.0,97.0,4067.0,5043.0,19,2
7249,330.0,2543.0,885.0,0.0,559.0,151.0,13.0,0.0,0.0,69.0,202010290100,202010290200,779.0,69.0,3771.0,4550.0,17,2
7250,328.0,2621.0,884.0,0.0,186.0,151.0,13.0,0.0,0.0,49.0,202010290200,202010290300,386.0,49.0,3846.0,4232.0,9,1
7251,335.0,2749.0,882.0,0.0,111.0,153.0,13.0,0.0,0.0,88.0,202010290300,202010290400,352.0,88.0,3979.0,4331.0,8,2
7252,340.0,2747.0,885.0,0.0,625.0,196.0,13.0,0.0,0.0,152.0,202010290400,202010290500,973.0,152.0,3985.0,4958.0,20,3
7253,352.0,2972.0,885.0,5.0,944.0,198.0,13.0,0.0,1.0,260.0,202010290500,202010290600,1408.0,261.0,4222.0,5630.0,25,5
7254,357.0,3229.0,885.0,222.0,1174.0,292.0,13.0,0.0,3.0,542.0,202010290600,202010290700,2233.0,545.0,4484.0,6717.0,33,8
7255,358.0,3473.0,885.0,254.0,1251.0,488.0,13.0,65.0,1.0,809.0,202010290700,202010290800,2868.0,875.0,4729.0,7597.0,38,12
7256,359.0,3264.0,885.0,248.0,1315.0,515.0,12.0,286.0,1.0,1060.0,202010290800,202010290900,3425.0,1347.0,4520.0,7945.0,43,17
7257,357.0,3177.0,885.0,135.0,1348.0,376.0,12.0,471.0,1.0,1010.0,202010290900,202010291000,3341.0,1482.0,4431.0,7772.0,43,19
7258,359.0,3292.0,885.0,1.0,1209.0,228.0,12.0,560.0,1.0,876.0,202010291000,202010291100,2875.0,1437.0,4548.0,7423.0,39,19
7259,359.0,3415.0,885.0,0.0,1177.0,228.0,12.0,588.0,0.0,664.0,202010291100,202010291200,2657.0,1252.0,4671.0,7328.0,36,17
7260,361.0,3324.0,885.0,0.0,1137.0,228.0,14.0,590.0,0.0,496.0,202010291200,202010291300,2451.0,1086.0,4584.0,7035.0,35,15
7261,367.0,3158.0,885.0,0.0,982.0,229.0,14.0,574.0,0.0,354.0,202010291300,202010291400,2139.0,928.0,4424.0,6563.0,33,14
7262,361.0,3170.0,885.0,0.0,925.0,232.0,16.0,520.0,0.0,269.0,202010291400,202010291500,1946.0,789.0,4432.0,6378.0,31,12
7263,366.0,3557.0,885.0,40.0,1096.0,246.0,18.0,413.0,0.0,259.0,202010291500,202010291600,2054.0,672.0,4826.0,6880.0,30,10
7264,368.0,3605.0,885.0,702.0,1047.0,835.0,18.0,202.0,0.0,373.0,202010291600,202010291700,3159.0,575.0,4876.0,8035.0,39,7
7265,365.0,3417.0,885.0,1316.0,1307.0,981.0,18.0,15.0,0.0,677.0,202010291700,202010291800,4296.0,692.0,4685.0,8981.0,48,8
7266,367.0,3314.0,885.0,1191.0,1281.0,971.0,17.0,0.0,0.0,1079.0,202010291800,202010291900,4522.0,1079.0,4583.0,9105.0,50,12
7267,357.0,3309.0,885.0,1181.0,1353.0,956.0,18.0,0.0,0.0,1257.0,202010291900,202010292000,4747.0,1257.0,4569.0,9316.0,51,13
7268,370.0,3387.0,885.0,544.0,1364.0,898.0,18.0,0.0,0.0,1351.0,202010292000,202010292100,4157.0,1351.0,4660.0,8817.0,47,15
7269,373.0,3403.0,885.0,110.0,1159.0,392.0,17.0,0.0,0.0,1351.0,202010292100,202010292200,3012.0,1351.0,4678.0,7690.0,39,18
7270,376.0,3114.0,885.0,0.0,723.0,217.0,18.0,0.0,0.0,1257.0,202010292200,202010292300,2197.0,1257.0,4393.0,6590.0,33,19
7271,380.0,2739.0,885.0,0.0,879.0,249.0,18.0,0.0,0.0,1172.0,202010292300,202010300000,2300.0,1172.0,4022.0,6322.0,36,19
7272,359.0,2270.0,885.0,0.0,702.0,250.0,13.0,0.0,0.0,1120.0,202010300000,202010300100,2072.0,1120.0,3527.0,5599.0,37,20
7273,367.0,2074.0,885.0,84.0,378.0,250.0,12.0,0.0,0.0,1051.0,202010300100,202010300200,1763.0,1051.0,3338.0,5101.0,35,21
7274,372.0,2095.0,885.0,0.0,378.0,249.0,13.0,0.0,0.0,930.0,202010300200,202010300300,1557.0,930.0,3365.0,4922.0,32,19
7275,371.0,2317.0,885.0,0.0,238.0,242.0,13.0,0.0,0.0,839.0,202010300300,202010300400,1319.0,839.0,3586.0,4905.0,27,17
7276,371.0,2473.0,885.0,0.0,283.0,247.0,13.0,0.0,0.0,815.0,202010300400,202010300500,1345.0,815.0,3742.0,5087.0,26,16
7277,358.0,2606.0,885.0,0.0,242.0,247.0,13.0,0.0,4.0,841.0,202010300500,202010300600,1334.0,845.0,3862.0,5196.0,26,16
7278,359.0,2890.0,885.0,41.0,928.0,260.0,13.0,0.0,4.0,927.0,202010300600,202010300700,2160.0,931.0,4147.0,6307.0,34,15
7279,359.0,3130.0,885.0,46.0,1059.0,835.0,12.0,64.0,3.0,1022.0,202010300700,202010300800,3029.0,1089.0,4386.0,7415.0,41,15
7280,356.0,2854.0,885.0,54.0,1444.0,332.0,12.0,291.0,3.0,967.0,202010300800,202010300900,3091.0,1261.0,4107.0,7198.0,43,18
7281,347.0,2547.0,885.0,0.0,1282.0,234.0,12.0,462.0,4.0,868.0,202010300900,202010301000,2850.0,1334.0,3791.0,6641.0,43,20
7282,353.0,2612.0,885.0,260.0,1175.0,231.0,12.0,540.0,3.0,763.0,202010301000,202010301100,2972.0,1306.0,3862.0,6834.0,43,19
7283,363.0,2751.0,885.0,107.0,1267.0,231.0,12.0,575.0,2.0,684.0,202010301100,202010301200,2866.0,1261.0,4011.0,6877.0,42,18
7284,359.0,2656.0,885.0,10.0,887.0,231.0,11.0,575.0,2.0,600.0,202010301200,202010301300,2305.0,1177.0,3911.0,6216.0,37,19
7285,359.0,2618.0,874.0,0.0,724.0,234.0,11.0,548.0,4.0,538.0,202010301300,202010301400,2048.0,1090.0,3862.0,5910.0,35,18
7286,345.0,3111.0,875.0,166.0,1030.0,571.0,13.0,484.0,4.0,427.0,202010301400,202010301500,2682.0,915.0,4344.0,7026.0,38,13
7287,343.0,3417.0,875.0,282.0,1049.0,581.0,17.0,367.0,3.0,349.0,202010301500,202010301600,2631.0,719.0,4652.0,7283.0,36,10
7288,342.0,3351.0,875.0,769.0,1050.0,908.0,17.0,182.0,3.0,307.0,202010301600,202010301700,3219.0,492.0,4585.0,7804.0,41,6
7289,340.0,3196.0,885.0,1685.0,1508.0,1066.0,16.0,14.0,2.0,428.0,202010301700,202010301800,4703.0,444.0,4437.0,9140.0,51,5
7290,347.0,3463.0,885.0,1297.0,1679.0,1082.0,15.0,0.0,2.0,454.0,202010301800,202010301900,4514.0,456.0,4710.0,9224.0,49,5
7291,367.0,3218.0,885.0,628.0,1607.0,1014.0,15.0,0.0,2.0,519.0,202010301900,202010302000,3770.0,521.0,4485.0,8255.0,46,6
7292,369.0,3224.0,885.0,146.0,1510.0,933.0,15.0,0.0,4.0,623.0,202010302000,202010302100,3216.0,627.0,4493.0,7709.0,42,8
7293,363.0,3123.0,878.0,0.0,977.0,422.0,14.0,0.0,7.0,744.0,202010302100,202010302200,2150.0,751.0,4378.0,6528.0,33,12
7294,363.0,2639.0,833.0,0.0,896.0,243.0,16.0,0.0,11.0,815.0,202010302200,202010302300,1965.0,826.0,3851.0,5816.0,34,14
7295,365.0,1713.0,884.0,0.0,878.0,252.0,15.0,0.0,12.0,834.0,202010302300,202010310000,1976.0,846.0,2977.0,4953.0,40,17
7296,361.0,950.0,883.0,2.0,592.0,197.0,15.0,0.0,15.0,847.0,202010310000,202010310100,1653.0,862.0,2209.0,3862.0,43,22
7297,343.0,935.0,885.0,3.0,676.0,195.0,15.0,0.0,16.0,780.0,202010310100,202010310200,1670.0,796.0,2178.0,3848.0,43,21
7298,343.0,927.0,884.0,0.0,1120.0,196.0,15.0,0.0,16.0,655.0,202010310200,202010310300,1987.0,671.0,2169.0,4156.0,48,16
7299,352.0,937.0,885.0,0.0,1109.0,197.0,15.0,0.0,19.0,660.0,202010310300,202010310400,1985.0,679.0,2189.0,4174.0,48,16
7300,346.0,990.0,885.0,0.0,1012.0,229.0,15.0,0.0,20.0,731.0,202010310400,202010310500,1992.0,751.0,2236.0,4228.0,47,18
7301,349.0,979.0,865.0,3.0,667.0,249.0,15.0,0.0,21.0,694.0,202010310500,202010310600,1634.0,715.0,2208.0,3842.0,43,19
7302,349.0,1049.0,885.0,412.0,1164.0,328.0,15.0,0.0,17.0,613.0,202010310600,202010310700,2534.0,630.0,2298.0,4832.0,52,13
7303,351.0,1048.0,885.0,20.0,948.0,366.0,15.0,61.0,24.0,642.0,202010310700,202010310800,2061.0,727.0,2299.0,4360.0,47,17
7304,356.0,1086.0,885.0,0.0,619.0,434.0,16.0,283.0,24.0,587.0,202010310800,202010310900,1947.0,894.0,2343.0,4290.0,45,21
7305,353.0,1155.0,885.0,0.0,650.0,423.0,15.0,425.0,25.0,577.0,202010310900,202010311000,2100.0,1027.0,2408.0,4508.0,47,23
7306,349.0,1258.0,871.0,0.0,514.0,317.0,16.0,463.0,24.0,548.0,202010311000,202010311100,1866.0,1035.0,2494.0,4360.0,43,24
7307,346.0,1158.0,881.0,0.0,539.0,259.0,16.0,501.0,24.0,590.0,202010311100,202010311200,1913.0,1115.0,2401.0,4314.0,44,26
7308,342.0,1116.0,885.0,138.0,360.0,265.0,17.0,494.0,23.0,699.0,202010311200,202010311300,1979.0,1216.0,2360.0,4339.0,46,28
7309,338.0,1078.0,885.0,187.0,365.0,265.0,17.0,503.0,24.0,683.0,202010311300,202010311400,2027.0,1210.0,2318.0,4345.0,47,28
7310,351.0,978.0,885.0,139.0,142.0,265.0,16.0,464.0,25.0,638.0,202010311400,202010311500,1673.0,1127.0,2230.0,3903.0,43,29
7311,351.0,1096.0,870.0,123.0,148.0,373.0,17.0,354.0,24.0,698.0,202010311500,202010311600,1720.0,1076.0,2334.0,4054.0,42,27
7312,349.0,1213.0,876.0,358.0,606.0,705.0,17.0,162.0,24.0,718.0,202010311600,202010311700,2573.0,904.0,2455.0,5028.0,51,18
7313,347.0,1238.0,880.0,1425.0,914.0,851.0,16.0,11.0,24.0,708.0,202010311700,202010311800,3933.0,743.0,2481.0,6414.0,61,12
7314,346.0,1188.0,876.0,1670.0,945.0,1021.0,16.0,0.0,25.0,783.0,202010311800,202010311900,4444.0,808.0,2426.0,6870.0,65,12
7315,338.0,1169.0,882.0,1700.0,1224.0,1120.0,15.0,0.0,25.0,836.0,202010311900,202010312000,4905.0,861.0,2404.0,7309.0,67,12
7316,344.0,1162.0,882.0,1513.0,1244.0,1114.0,15.0,0.0,25.0,810.0,202010312000,202010312100,4706.0,835.0,2403.0,7109.0,66,12
7317,318.0,1187.0,882.0,710.0,1184.0,1049.0,10.0,0.0,25.0,833.0,202010312100,202010312200,3801.0,858.0,2397.0,6198.0,61,14
7318,321.0,1135.0,712.0,301.0,919.0,741.0,11.0,0.0,25.0,753.0,202010312200,202010312300,2739.0,778.0,2179.0,4918.0,56,16
7319,321.0,675.0,355.0,113.0,820.0,428.0,12.0,0.0,25.0,725.0,202010312300,202011010000,2111.0,750.0,1363.0,3474.0,61,22
7320,322.0,430.0,294.0,137.0,750.0,498.0,12.0,0.0,25.0,790.0,202011010000,202011010100,2200.0,815.0,1058.0,3258.0,68,25
7321,329.0,429.0,295.0,0.0,663.0,454.0,12.0,0.0,25.0,799.0,202011010100,202011010200,1941.0,824.0,1065.0,3006.0,65,27
7322,334.0,427.0,295.0,0.0,442.0,449.0,12.0,0.0,25.0,805.0,202011010200,202011010300,1721.0,830.0,1068.0,2789.0,62,30
7323,325.0,427.0,295.0,0.0,577.0,376.0,12.0,0.0,25.0,805.0,202011010300,202011010400,1783.0,830.0,1059.0,2842.0,63,29
7324,335.0,430.0,295.0,0.0,599.0,378.0,13.0,0.0,24.0,766.0,202011010400,202011010500,1767.0,790.0,1073.0,2840.0,62,28
7325,340.0,429.0,295.0,0.0,674.0,428.0,12.0,0.0,25.0,682.0,202011010500,202011010600,1809.0,707.0,1076.0,2885.0,63,25
7326,339.0,431.0,295.0,0.0,415.0,547.0,12.0,0.0,25.0,608.0,202011010600,202011010700,1595.0,633.0,1077.0,2672.0,60,24
7327,340.0,433.0,295.0,0.0,385.0,432.0,12.0,24.0,25.0,581.0,202011010700,202011010800,1447.0,630.0,1080.0,2527.0,57,25
7328,335.0,432.0,295.0,40.0,602.0,393.0,12.0,94.0,25.0,519.0,202011010800,202011010900,1673.0,638.0,1074.0,2747.0,61,23
7329,334.0,430.0,295.0,0.0,598.0,505.0,12.0,183.0,25.0,495.0,202011010900,202011011000,1806.0,703.0,1071.0,2877.0,63,24
